participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence
33731847,2,418,3,417.90445601847,2,21,1,10,2,1,4,1,2,11,1,15,1,1
33755370,2,30,7,29.9034722222714,6,21,1,25,2,1,1,3,1,3,1,15,1,1
33820112,2,366,7,364.44328703708,5,10,2,33,2,1,1,3,1,6,2,2,1,1
33967483,2,356,4,356.399375000037,4,9,2,33,2,999,999,2,999,999,2,12,1,1
34177785,2,262,1,265.458101851866,4,10,1,38,2,1,1,3,1,3,1,13,1,1
34262441,2,64,6,65.9398611111101,7,22,2,38,2,1,999,3,999,999,2,5,1,1
34353107,2,377,4,375.798472222174,2,19,1,9,2,1,4,1,999,999,1,11,1,1
34423945,2,334,3,331.649930555606,7,15,1,18,1,999,999,2,999,999,2,14,1,1
34505588,2,22,6,22.719259259291,6,17,2,43,2,999,999,3,999,999,1,12,1,1
34506763,2,389,2,391.923831018503,4,22,2,3,2,1,4,1,1,1,1,16,1,1
34627653,2,318,1,320.634571759263,3,15,2,23,2,1,1,3,1,4,1,14,1,1
34711388,2,213,1,215.658888888895,3,15,2,38,2,1,1,3,999,999,1,11,1,1
34773346,1,373,7,400.543460648158,6,13,1,11,1,999,4,1,2,4,1,17,1,1
34794436,2,366,7,363.711956018466,4,17,1,46,1,1,1,2,1,6,1,6,1,1
34821983,2,314,4,314.511886574095,4,12,1,55,2,1,1,2,999,999,1,16,1,1
34840824,2,60,2,57.6842592592584,6,16,2,13,1,999,999,2,999,999,1,1,1,1
34931103,1,352,7,370.717337962938,4,17,1,12,2,999,4,1,2,998,1,11,1,1
35145881,2,379,6,379.779733796255,6,18,1,13,2,1,4,1,999,999,1,14,1,1
35146558,2,351,6,351.9296875,6,22,1,6,2,999,999,1,999,999,1,2,1,1
35257030,2,375,2,372.973993055522,6,23,2,28,2,1,1,2,2,9,1,12,1,1
35266739,2,311,1,312.016180555569,2,0,1,63,2,2,6,3,2,5,1,6,1,1
35366189,1,333,2,348.693240740686,3,16,1,48,2,1,2,3,1,8,1,5,1,1
35400897,2,29,6,37.9188657407649,7,22,1,20,2,1,5,2,999,999,1,18,1,1
35411283,1,355,3,369.468495370355,3,11,1,33,1,1,1,3,1,4,1,14,1,1
35464969,2,357,5,357.018287037034,5,0,1,56,1,2,3,2,999,999,1,5,1,1
35472160,2,418,3,417.953541666619,2,22,2,38,2,999,999,3,999,11,1,8,1,1
35548946,1,24,1,28.8032754629385,5,19,1,73,2,999,6,3,999,999,1,18,1,1
35572467,2,318,1,319.252905092551,2,6,2,48,2,1,5,1,1,1,1,13,1,1
35591877,2,28,5,28.9800115741091,5,23,2,43,2,999,999,3,2,7,1,2,1,1
35715759,1,102,2,116.493680555606,2,11,1,40,2,1,5,2,2,1,2,17,1,2
35788749,2,357,5,357.924942129641,5,22,1,42,1,1,1,3,1,8,1,17,1,1
35792872,1,336,5,355.568715277826,3,13,1,35,2,1,5,2,2,6,2,10,1,1
35905977,1,320,3,354.538240740774,2,12,1,61,1,1,6,2,2,9,1,6,1,1
35951820,2,395,1,396.42862268514,2,10,1,4,2,999,999,1,1,1,1,17,1,1
35964366,1,71,6,83.7279398147948,4,17,1,66,1,999,6,3,1,1,1,1,1,1
36215849,1,145,3,166.624618055532,3,14,1,56,2,1,5,2,2,8,1,14,1,1
36292798,1,320,3,348.523460648139,3,12,2,48,2,1,1,2,1,6,1,8,1,1
36326162,1,102,2,110.52546296292,3,12,1,23,1,1,3,3,1,3,1,15,1,1
36402305,2,356,4,356.418124999967,4,10,2,53,1,999,999,3,2,11,1,5,1,1
36531565,2,42,5,41.6469560185215,4,15,2,48,2,1,3,3,1,7,1,7,1,1
36693538,2,351,6,349.898391203722,4,21,1,28,1,1,1,3,1,4,1,17,1,1
36741410,2,204,6,204.41535879625,6,9,1,32,2,1,3,3,2,8,1,8,1,1
36747282,1,352,7,370.702743055532,4,16,1,27,1,1,1,2,1,3,1,7,1,1
36952004,2,368,2,368.669930555508,2,16,1,42,1,1,1,3,1,6,1,14,1,1
36996736,1,60,2,83.7389814815251,4,17,1,68,1,999,6,1,999,999,2,13,1,1
37066265,2,339,1,345.913414351875,7,21,2,48,2,1,1,2,1,7,1,10,1,1
37396748,1,352,7,370.728472222225,4,17,2,43,1,1,1,2,1,3,2,14,1,999
37420699,2,375,2,375.44969907403,2,10,1,0,2,999,999,998,2,9,1,2,1,1
37553666,2,28,5,26.8779513889458,3,21,2,58,2,999,999,2,999,999,1,5,1,1
37594009,2,42,5,41.5995949073695,4,14,1,41,2,1,1,2,1,3,1,13,1,1
37770233,2,350,5,350.941226851894,5,22,2,38,2,1,3,2,999,999,2,3,1,1
37783600,2,323,6,323.700937499991,6,16,2,53,2,999,999,3,2,8,1,12,1,1
37809153,2,357,5,357.890914351796,5,21,2,28,2,999,999,3,2,8,1,8,1,1
37827890,1,24,1,28.779583333293,5,18,1,52,2,999,999,1,2,4,1,6,1,1
38120101,1,397,3,410.676423611119,2,16,1,13,1,1,4,2,2,3,1,2,1,1
38271972,1,352,7,354.450729166623,2,10,2,43,2,999,1,1,2,3,1,18,1,1
38409554,1,101,1,112.479050925933,5,11,2,53,2,1,999,1,1,4,1,5,1,1
38433295,1,373,7,400.412152777775,6,9,1,15,2,1,4,1,2,3,1,13,1,1
38435951,2,356,4,356.41951388889,4,10,2,33,2,1,1,2,1,5,1,18,1,1
38500397,2,370,4,371.455856481451,5,10,2,38,1,999,999,3,999,999,1,9,1,1
38509060,2,332,1,336.726400462911,5,17,2,63,1,2,6,3,1,4,1,13,1,1
38728677,1,349,4,371.438715277822,5,10,1,37,2,1,999,3,1,6,1,1,1,1
38819323,2,366,7,367.011574074044,1,0,2,13,1,999,999,1,999,999,1,6,1,1
38831031,1,336,5,390.649687499972,3,15,2,63,1,999,6,1,1,1,997,11,1,1
38905939,1,145,3,173.745173611096,3,17,1,61,1,1,1,3,1,2,1,12,1,1
39045439,2,91,5,91.3887037036475,5,9,1,1,1,999,999,1,2,6,997,6,1,1
39048243,1,81,2,91.7158449074486,5,17,1,62,2,999,5,2,999,5,2,14,1,1
39243081,2,332,1,335.002222222276,4,0,1,20,2,999,999,3,1,1,1,14,1,1
39273981,1,18,2,20.5399189814925,4,12,1,58,2,1,5,2,999,5,1,17,1,1
39341446,2,366,7,366.683124999981,7,16,1,10,1,999,999,1,999,999,1,5,1,1
39352176,2,339,1,343.989479166688,5,23,2,43,1,1,1,3,999,999,1,14,1,1
39360542,1,145,3,173.437870370341,3,10,1,54,2,1,1,3,1,3,1,13,1,1
39635444,2,219,7,221.915092592593,2,21,2,28,1,1,1,3,1,7,1,16,1,1
39674114,2,23,7,25.0357523148414,2,0,2,53,1,1,1,2,2,9,1,18,1,1
39854810,1,25,2,36.7566203703173,6,18,1,60,1,999,999,1,999,1,2,2,1,1
40023972,1,32,2,83.4435532407369,4,10,1,69,2,2,6,3,2,5,2,7,1,1
40025115,2,32,2,30.9983912036987,7,23,2,13,2,1,4,2,999,999,1,11,1,1
40026972,2,395,1,396.624409722164,2,14,2,13,2,1,4,2,999,999,1,13,1,1
40228225,1,352,7,369.73693287035,3,17,1,20,1,2,4,3,1,1,2,6,1,1
40232281,2,366,7,366.910717592575,7,21,2,63,1,999,999,2,1,1,2,16,1,1
40237141,2,334,3,331.16715277778,7,4,1,53,1,1,2,3,1,11,1,3,1,1
40254546,1,145,3,173.472106481437,3,11,1,58,2,999,6,3,1,3,1,13,1,1
40272308,2,366,7,363.866574074025,4,20,2,38,2,1,5,2,2,5,1,2,1,1
40283356,1,333,2,355.520219907397,3,12,1,65,2,999,6,2,2,2,1,17,1,1
40338184,1,336,5,348.718125000014,3,17,1,65,2,999,6,2,2,9,1,4,1,1
40350146,2,339,1,340.777280092589,2,18,2,18,2,1,4,2,999,999,1,14,1,1
40362114,2,169,6,169.864814814762,6,20,2,38,2,1,1,3,1,7,1,14,1,1
40591509,2,351,6,351.92640046298,6,22,2,23,1,1,1,3,1,6,1,2,1,1
40817966,2,357,5,366.536481481511,7,12,2,48,1,999,999,999,2,4,1,999,1,1
40851437,2,27,4,32.7122916666558,2,17,1,20,1,2,4,3,999,999,1,6,1,1
40905140,1,373,7,391.492546296329,4,11,1,13,2,1,4,1,2,8,1,2,1,1
40940069,2,366,7,363.640833333367,4,15,1,42,1,1,1,3,2,9,1,13,1,1
41001238,1,32,2,118.762777777738,4,18,1,56,2,1,1,1,1,2,1,14,1,1
41210102,2,353,1,350.631689814851,5,15,2,13,2,1,4,2,999,999,1,3,1,1
41323143,1,355,3,371.458634259296,5,11,2,53,1,1,3,3,2,4,997,1,1,1
41445565,2,365,6,369.931666666642,3,22,2,8,1,1,4,1,2,10,1,1,1,1
41655665,2,392,5,392.40880787035,5,9,2,8,2,1,4,1,2,1,1,15,1,1
41829570,2,141,6,142.018217592617,7,0,2,18,2,1,1,3,1,3,1,11,1,1
41863876,2,84,5,84.944641203736,5,22,1,10,2,999,999,1,999,999,1,16,1,1
41879117,1,352,7,369.631504629622,3,15,2,48,2,1,1,2,1,3,2,18,1,1
41893194,1,379,6,406.742766203708,5,17,1,2,1,1,4,1,2,3,1,11,1,1
41925018,2,22,6,23.8874421296641,7,21,1,18,2,999,999,2,1,1,1,14,1,1
41944507,1,25,2,28.5423842592863,5,13,1,25,1,1,1,3,1,3,1,1,1,1
41974155,2,339,1,340.975752314786,2,23,1,21,1,2,4,2,999,999,1,5,1,1
42252204,2,59,1,66.0403819443891,1,0,1,42,2,1,1,3,2,11,1,7,1,1
42279695,1,32,2,106.743923611124,6,17,1,18,1,1,4,2,2,8,1,12,1,1
42281271,1,86,7,91.757719907444,5,18,1,51,2,999,5,2,2,3,1,13,1,1
42351104,2,366,7,367.952303240774,1,22,2,38,2,1,5,2,2,8,1,14,1,1
42379809,2,32,2,32.8790046296781,2,21,2,13,2,999,999,2,2,5,1,17,1,1
42475363,2,340,2,341.436817129608,3,10,2,58,1,999,999,3,999,999,2,12,1,1
42495031,2,350,5,367.880104166688,1,21,1,23,2,1,1,2,1,3,1,2,1,1
42555022,1,334,3,368.61535879632,2,14,1,64,2,999,6,2,2,8,1,18,1,1
42642039,1,257,3,271.525324074086,3,12,1,70,2,999,6,999,2,998,2,11,1,1
42706748,1,102,2,106.426574074081,6,10,1,48,2,2,5,2,2,4,2,3,1,1
42793015,1,101,1,105.804756944417,5,19,1,34,1,1,3,3,1,4,1,15,1,1
42818681,1,355,3,370.674108796287,4,16,1,35,1,1,1,2,1,3,2,9,1,1
42884894,2,351,6,348.73547453701,3,17,1,48,1,1,1,3,1,4,1,14,1,1
42897756,2,21,5,23.4581597222714,7,10,2,43,1,1,3,3,1,4,1,2,1,1
42922106,1,32,2,83.6864699074067,4,16,1,67,1,999,6,3,1,5,1,10,1,1
42993061,2,344,6,342.740312500042,4,17,1,46,1,1,1,2,1,7,1,2,1,1
43152321,2,339,1,339.575648148195,1,13,2,48,2,999,999,3,1,1,1,5,1,1
43187386,2,334,3,330.84158564813,6,20,2,18,2,1,1,3,999,999,1,18,1,1
43193386,1,317,7,351.694166666712,6,16,1,77,1,999,6,2,999,1,997,16,1,1
43217961,2,328,4,334.557256944478,3,13,1,65,1,1,1,3,1,7,2,13,1,1
43269432,1,32,2,82.7832870370476,3,18,1,20,1,999,999,2,2,3,1,13,1,1
43326784,2,331,7,332.427442129585,1,10,2,13,2,999,999,1,999,999,1,5,1,1
43335279,2,339,1,337.540798611124,6,12,1,16,2,999,999,999,999,999,1,999,1,999
43404638,2,351,6,353.449351851828,1,10,1,43,1,1,1,3,1,7,1,2,1,1
43803510,1,35,5,83.6223263888387,4,14,2,33,2,999,5,1,999,999,2,7,1,1
43844651,1,145,3,253.571076388936,6,13,1,12,1,1,4,1,2,4,1,9,1,1
43862142,1,320,3,355.501979166642,3,12,1,17,1,999,4,2,999,999,997,3,999,1
43878748,1,43,6,91.6671875000466,5,16,2,18,2,2,4,3,2,3,1,11,1,1
44029573,1,35,5,83.6109606481623,4,14,1,58,1,2,1,2,1,1,1,14,1,1
44160407,2,180,3,181.643043981516,4,15,2,18,2,1,1,3,1,3,1,18,1,1
44169120,1,129,1,259.567881944473,5,13,1,47,1,1,1,1,1,2,1,13,1,1
44169606,1,60,2,83.7526388888946,4,18,1,45,2,1,1,3,1,8,1,13,1,1
44211423,1,373,7,391.530879629659,4,12,1,7,2,1,4,1,2,3,1,9,1,1
44255633,2,69,4,67.7939814814599,2,19,2,28,1,999,999,999,2,4,1,18,1,1
44463645,2,238,5,237.971122685238,4,23,2,13,2,2,1,3,999,999,1,13,1,1
44598621,1,25,2,29.7219444444636,6,17,1,50,2,1,1,1,1,2,2,12,1,1
44623572,2,374,1,375.722812499967,2,17,2,33,1,1,1,2,1,3,1,14,1,1
44687895,2,339,1,336.946909722174,5,22,1,20,1,2,1,3,1,1,1,10,1,1
44779421,2,328,4,329.820486111101,5,19,2,23,1,1,1,3,1,5,2,9,1,1
44867745,2,86,7,85.7996990741231,6,19,1,42,1,1,1,3,2,7,2,14,1,1
44892039,2,21,5,22.9262615740299,6,22,2,18,1,1,1,3,999,999,1,2,1,1
44927185,2,334,3,334.908761574072,3,21,1,6,1,1,4,1,999,999,1,9,1,1
45067009,2,351,6,353.501863425947,1,12,1,57,1,999,999,2,1,5,1,1,1,1
45244375,1,43,6,83.7832638889086,4,18,2,43,1,999,999,999,2,3,2,6,999,1
45293310,1,320,3,355.477384259226,3,11,1,24,2,1,1,2,1,3,1,3,1,1
45357188,1,22,6,28.7990509258816,5,19,1,49,2,2,1,2,2,2,2,12,1,1
45580481,2,85,6,84.7737731481902,5,18,1,18,2,999,999,2,999,999,2,2,1,1
45582659,1,359,7,369.551412036992,3,13,1,22,2,2,1,3,1,1,1,18,1,1
45685244,2,352,7,377.795185185154,4,19,1,36,2,1,5,2,2,4,1,18,1,1
45740273,2,370,4,371.944282407407,5,22,2,8,1,999,999,1,2,8,1,16,1,1
45825573,2,368,2,368.671134259319,2,16,1,4,2,1,4,1,2,7,1,17,1,1
45863335,1,333,2,368.637372685131,2,15,1,10,2,999,4,1,999,999,1,13,1,1
46025078,2,395,1,394.937951388885,7,22,1,15,1,1,4,1,999,999,1,15,1,1
46077422,2,366,7,365.717847222229,6,17,2,13,2,999,999,1,1,1,1,16,1,1
46089917,1,28,5,83.6474768518237,4,15,2,48,2,1,5,3,2,8,1,18,1,1
46221582,2,377,4,385.860590277822,5,20,1,15,1,999,999,1,1,1,1,9,1,1
46233386,1,355,3,370.723692129599,4,17,1,4,2,999,4,1,2,2,1,6,1,1
46269850,2,314,4,314.973483796348,4,23,2,28,1,1,1,3,2,8,1,17,1,1
46351919,2,22,6,25.6863773148507,2,16,2,38,2,999,999,3,999,999,1,14,1,1
46360894,2,374,1,383.792268518475,3,19,2,13,1,999,999,1,2,9,997,14,1,2
46454142,2,22,6,26.7465277777519,3,17,2,53,2,1,1,2,1,8,1,3,1,1
46464610,2,4,2,25.4857870370615,2,11,1,37,1,1,1,3,2,10,2,13,1,1
46523078,1,25,2,29.7434490740998,6,17,2,53,2,1,1,1,1,2,1,7,1,1
46528593,2,340,2,341.852025463013,3,20,2,23,2,1,1,3,1,7,1,18,1,1
46626598,1,216,4,264.743576388923,3,17,1,81,1,999,6,3,999,999,997,17,1,1
46676194,2,328,4,332.712800925947,1,17,1,48,1,1,1,3,2,11,1,18,1,1
46816817,1,333,2,354.546423611115,2,13,1,10,2,1,4,1,2,7,1,1,1,1
46838614,1,320,3,337.765844907379,6,18,1,64,1,999,6,3,2,7,2,7,1,1
46908275,1,352,7,354.470995370415,2,11,2,8,2,999,4,1,999,2,1,6,999,1
46912449,2,331,7,331.729895833298,7,17,1,40,1,1,3,3,1,6,997,8,1,1
46957455,2,379,6,381.871724536992,1,20,1,34,1,1,1,3,1,10,1,14,1,1
46978852,1,102,2,106.521886574104,6,12,1,35,1,1,1,2,1,3,2,7,1,1
46984835,2,370,4,374.471562499995,1,11,1,37,1,1,1,2,2,3,2,7,1,1
47267353,1,362,3,400.461620370392,6,11,1,45,1,1,1,2,2,9,1,2,1,1
47269857,2,340,2,337.921851851861,6,22,1,12,2,1,4,1,2,11,1,2,1,1
47327306,2,86,7,86.6347916666418,7,15,2,38,2,1,1,3,2,8,1,17,1,1
47344771,2,91,5,91.9800115741091,5,23,2,53,1,999,999,3,999,999,1,9,1,1
47353122,2,365,6,377.662916666712,4,15,1,40,1,1,1,3,1,11,1,9,1,1
47405812,2,79,7,80.4959953703219,1,11,1,26,2,1,1,3,1,3,2,14,1,1
47447435,2,379,6,377.601180555532,4,14,2,38,1,1,3,2,999,999,1,9,1,1
47545727,1,373,7,390.654548611143,3,15,2,53,2,999,999,1,2,2,999,7,1,1
47681562,2,27,4,28.4970023147762,5,11,2,48,2,2,1,3,1,3,1,18,1,1
47747005,1,373,7,390.790787036996,3,18,1,3,1,999,4,1,2,998,1,11,1,1
47790815,1,379,6,400.48726851854,6,11,1,14,1,999,4,2,2,999,1,11,1,1
47837972,1,379,6,400.73929398146,6,17,2,8,1,999,4,1,1,1,1,11,998,1
48021733,1,320,3,355.701018518535,3,16,1,35,1,1,999,3,999,999,1,5,1,1
48064114,2,339,1,342.892951388843,4,21,1,18,1,2,4,2,999,999,1,13,1,1
48112344,2,332,1,332.153206018498,1,3,1,26,1,999,999,2,999,999,997,2,1,1
48245576,2,32,2,39.5117476851447,2,12,2,18,2,1,1,3,1,4,1,11,1,1
48264817,1,102,2,116.500231481506,2,12,1,78,2,1,6,1,1,1,2,1,1,1
48437164,2,42,5,42.4896875000559,5,11,2,38,1,1,5,3,2,9,1,5,1,1
48451909,2,28,5,45.5654398148181,1,13,1,52,1,1,1,3,2,11,1,6,1,1
48478716,1,349,4,413.443842592649,5,10,1,37,2,1,1,3,1,8,1,5,1,1
48566599,2,357,5,357.419270833372,5,10,2,38,2,2,3,3,999,999,1,14,1,1
48583070,2,316,6,316.412118055508,6,9,2,13,1,1,4,2,999,999,1,16,1,1
48711852,1,352,7,369.462141203694,3,11,1,29,2,2,1,3,1,2,1,18,1,1
48874542,2,332,1,333.973310185131,2,23,2,38,1,1,1,3,2,10,1,16,1,1
48885926,1,374,1,427.534652777831,5,12,2,3,2,999,1,999,2,4,1,6,1,1
49036139,2,340,2,337.877106481465,6,21,2,18,1,2,4,2,999,999,1,5,1,1
49051874,2,105,5,109.499953703722,2,11,2,13,2,999,999,1,2,7,1,18,1,1
49059689,2,318,1,319.673402777757,2,16,2,28,2,1,3,3,1,5,1,5,1,1
49226652,2,375,2,375.388900463004,2,9,1,41,1,1,1,2,1,2,1,15,1,1
49249560,1,320,3,337.725787037052,6,17,1,54,1,1,1,3,2,7,1,17,1,1
49392448,2,339,1,341.902650462929,3,21,2,23,2,1,1,3,1,5,1,7,1,1
49616996,2,339,1,346.774421296315,1,18,2,13,2,999,999,2,2,9,1,3,1,1
49658715,2,323,6,323.975937500014,6,23,2,43,1,1,1,3,1,9,1,11,1,1
49875021,2,231,5,231.848750000005,5,20,1,30,2,1,1,3,1,5,1,2,1,1
49924420,2,178,1,178.808032407425,1,19,1,28,1,2,3,3,2,11,1,6,1,1
49995427,2,29,6,26.8553356481716,3,20,1,15,1,999,999,2,2,3,1,9,1,1
50008060,2,331,7,344.717604166712,6,17,1,2,2,999,999,1,1,5,1,18,1,1
50042587,1,34,4,83.4528124999488,4,10,1,45,2,999,5,2,2,4,998,17,1,1
50074653,1,46,2,83.7682754630223,4,18,2,38,1,1,1,3,1,6,1,15,1,1
50084327,2,339,1,339.509756944492,1,12,1,3,2,1,4,1,2,5,1,15,1,1
50139229,1,373,7,393.683356481488,6,16,1,36,2,1,1,2,1,2,2,5,1,1
50322326,2,375,2,372.539375000051,6,12,2,43,2,999,999,999,999,999,1,999,1,1
50386662,2,356,4,360.670138888876,1,16,2,58,1,2,6,3,999,999,1,13,1,1
50440925,2,331,7,336.777581018512,5,18,1,24,2,999,999,3,2,9,1,16,1,1
50513512,2,163,7,165.01855324069,2,0,1,55,2,2,6,2,1,1,1,14,1,1
50519942,1,32,2,83.6074884259142,4,14,1,42,1,1,3,2,2,5,2,13,1,1
50618404,2,350,5,348.869004629669,3,20,1,22,2,1,1,3,1,3,2,6,1,1
50668489,1,362,3,393.643900463008,6,15,1,8,2,1,4,1,999,999,1,12,1,1
50738539,1,101,1,118.439259259263,4,10,1,60,2,1,5,2,2,5,2,11,1,1
50883182,1,102,2,105.748194444459,5,17,1,75,1,999,6,3,999,999,1,17,1,1
50895211,2,97,4,95.6560648147715,2,15,2,13,2,999,999,2,999,999,997,14,1,1
50919735,1,349,4,368.719768518466,2,17,1,51,1,1,1,1,1,3,1,3,1,1
51017991,1,336,5,354.443738425965,2,10,2,58,2,999,5,1,2,998,999,14,1,1
51105699,2,27,4,29.773460648139,6,18,2,33,2,1,1,3,1,4,1,2,1,1
51267470,1,213,1,260.49797453708,6,11,1,48,2,1,1,1,1,3,2,18,1,1
51273253,2,389,2,391.544803240686,4,13,1,11,1,1,4,1,2,10,1,8,1,1
51480006,2,60,2,60.7896064814413,2,18,2,23,2,1,1,3,1,4,1,14,1,1
51570411,2,84,5,83.4532060185447,4,10,2,28,2,1,1,3,1,5,1,16,1,1
51580764,2,311,1,308.326006944408,5,7,2,33,1,1,1,3,2,7,1,999,1,1
51621637,2,374,1,375.681006944389,2,16,1,36,1,1,1,3,2,11,1,18,1,1
51675219,2,351,6,348.882754629594,3,21,1,27,2,999,999,3,999,999,2,17,1,1
51688983,1,213,1,260.453634259291,6,10,1,42,2,999,5,1,2,2,2,10,1,1
51758126,1,379,6,400.67094907409,6,16,1,4,1,999,4,1,2,5,1,2,1,1
51804787,2,340,2,341.434236111119,3,10,2,28,2,1,1,3,1,5,1,18,1,1
51816850,2,423,1,426.830266203731,4,19,2,13,1,1,4,2,2,10,1,2,1,1
51971408,2,21,5,19.6325347222155,3,15,2,33,2,999,999,3,999,999,997,6,1,1
51996739,2,352,7,350.625451388885,5,15,1,35,2,1,1,3,1,4,1,14,1,1
52252915,2,43,6,44.664155092556,7,15,1,62,1,1,6,2,1,9,1,14,1,1
52465278,2,339,1,336.798912037048,5,19,2,13,2,999,999,2,999,999,1,7,1,1
52514473,2,32,2,33.6534259258769,3,15,1,6,2,1,4,1,2,7,1,15,1,1
52526919,1,379,6,400.475624999963,6,11,1,9,2,999,4,997,2,5,1,6,1,1
52538370,2,334,3,332.953263888834,1,22,1,32,1,1,1,2,1,6,1,7,1,1
52644438,2,168,5,166.891493055504,3,21,1,51,1,1,1,2,1,7,1,6,1,1
52807309,2,339,1,336.889664351824,5,21,2,43,2,1,1,3,1,6,1,18,1,1
52880532,1,336,5,348.495983796311,3,11,1,53,1,1,1,2,2,8,2,6,1,1
53035837,2,27,4,28.8524768518982,5,20,1,20,1,1,4,2,1,1,1,2,1,1
53130951,2,331,7,331.907083333354,7,21,2,28,1,1,1,3,999,999,1,2,1,1
53193716,1,352,7,369.72074074077,3,17,2,18,1,1,1,3,1,4,1,15,1,1
53326127,1,336,5,355.641458333354,3,15,1,60,1,1,6,2,999,999,1,17,1,1
53329656,2,328,4,328.586759259226,4,14,1,23,2,2,4,3,2,5,1,15,1,1
53475379,1,99,6,106.5259606482,6,12,1,23,2,1,1,3,1,3,2,9,1,1
53478679,1,320,3,351.606261574081,6,14,1,70,1,999,6,2,1,1,2,6,1,1
53506126,1,333,2,407.627789351856,6,15,1,49,2,2,1,2,2,8,2,18,1,1
53631408,2,27,4,28.5013078703778,5,12,1,29,2,1,1,3,1,6,1,2,1,1
53689754,2,339,1,340.753715277766,2,18,2,23,2,1,1,3,1,4,2,6,1,1
53802698,2,339,1,339.915844907402,1,21,1,29,2,1,1,3,1,4,1,14,1,1
53811246,1,102,2,119.668310185196,5,16,1,75,2,999,6,2,999,999,2,8,1,1
53894905,2,334,3,335.505578703713,4,12,2,43,2,999,999,3,999,999,1,18,1,1
53976593,2,86,7,98.4013657406904,5,9,1,30,2,1,1,3,1,6,1,7,1,1
54066249,1,352,7,369.555069444468,3,13,2,33,1,1,1,3,1,5,1,18,1,1
54148231,1,333,2,354.634224537062,2,15,1,53,2,999,999,2,1,1,1,6,1,1
54164281,2,423,1,422.871643518563,7,20,2,43,1,999,999,2,999,999,2,8,1,1
54263537,2,85,6,85.0080902777845,6,0,2,38,2,1,1,2,1,4,1,2,1,1
54279943,1,392,5,400.708692129585,6,17,1,1,2,999,999,999,2,3,1,2,1,1
54352448,1,352,7,369.638958333293,3,15,1,4,1,1,4,1,2,3,1,6,1,1
54378468,2,91,5,90.5752430555876,4,13,1,22,2,1,1,3,999,999,1,8,1,1
54470030,1,102,2,125.533564814832,4,12,1,66,2,999,5,2,2,6,2,14,1,1
54550414,2,10,1,11.0013310185168,2,0,2,53,2,1,6,2,2,9,1,2,1,1
54643422,2,334,3,335.737372685224,4,17,1,4,2,1,4,1,999,999,1,10,1,1
54775752,2,353,1,353.976875000051,1,23,2,23,1,1,1,3,2,5,2,14,1,1
54787848,2,370,4,374.967638888862,1,23,2,3,1,999,999,999,999,999,1,2,1,1
54970399,2,23,7,23.4410532407928,7,10,2,48,2,1,1,3,1,6,1,17,1,1
55157168,1,352,7,369.481967592612,3,11,1,37,2,2,1,3,1,1,1,14,1,1
55212238,2,366,7,367.003946759272,1,0,1,35,1,1,3,3,1,9,2,9,1,1
55235710,1,373,7,390.714953703689,3,17,1,14,2,999,4,2,2,3,1,2,1,1
55257573,1,13,4,15.5012731481111,6,12,1,57,1,1,1,2,1,5,1,6,1,1
55327162,1,102,2,106.500081018545,6,12,2,38,2,999,5,2,2,2,2,5,1,2
55349938,2,85,6,85.9986458333442,6,23,2,28,2,999,999,3,999,999,1,11,1,1
55377154,1,397,3,424.448611111147,2,10,1,10,2,999,999,999,2,999,1,18,1,1
55603182,1,334,3,348.635497685173,3,15,2,43,1,1,1,3,1,5,1,11,1,1
55607039,1,352,7,369.728009259212,3,17,2,28,2,1,1,3,1,8,1,1,1,1
