participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence
78274084,2,334,3,332.610682870378,1,14,2,8,1,999,999,1,2,998,1,14,1,1
78394560,1,99,6,105.743587962934,5,17,1,65,2,999,6,2,999,999,2,2,1,1
78474807,2,370,4,370.704247685149,4,16,2,8,1,999,999,1,999,999,1,6,999,1
78475860,2,370,4,372.318749999977,6,7,2,28,1,1,1,3,1,5,1,8,1,1
78485378,1,13,4,28.7532986111473,5,18,1,65,2,2,1,1,1,1,1,6,1,1
78509088,2,318,1,319.958113425877,2,22,2,38,2,1,1,3,1,8,1,8,1,1
78573105,2,331,7,337.991319444496,6,23,2,13,1,1,4,2,1,1,1,2,1,1
78658758,2,85,6,85.6810879629338,6,16,1,54,2,1,1,2,1,5,1,11,1,1
78692773,1,352,7,369.44478009257,3,10,1,6,2,999,4,1,2,2,1,17,1,1
78724340,2,328,4,329.532233796315,5,12,2,58,1,999,999,3,2,4,1,2,1,1
78733428,2,340,2,350.648680555518,5,15,2,53,2,999,999,3,999,999,1,5,1,1
78745890,1,320,3,355.670729166712,3,16,2,48,2,1,1,998,2,2,2,9,1,1
78754706,1,206,1,259.732488425914,5,17,1,19,2,1,1,2,1,3,1,9,1,1
78845538,1,317,7,354.694791666698,2,16,1,53,2,2,5,2,2,6,1,13,1,1
78886714,2,323,6,323.74690972222,6,17,2,33,2,1,1,3,1,7,1,7,1,1
78917226,2,10,1,27.7008217592957,4,16,1,21,1,999,999,3,999,999,1,13,1,1
79073292,1,352,7,369.488912036992,3,11,1,9,2,1,4,1,2,998,1,10,1,1
79105910,2,339,1,339.949016203755,1,22,2,58,1,999,999,3,1,4,2,6,1,2
79151233,1,336,5,368.505578703713,2,12,1,60,2,999,5,2,2,4,997,18,1,1
79300630,2,115,1,135.053796296241,7,1,1,41,1,1,1,3,999,999,1,6,1,1
79325993,2,351,6,355.33613425924,3,8,2,23,2,1,1,3,1,4,1,13,1,1
79384042,1,24,1,83.6731134259608,4,16,1,64,1,2,5,3,999,7,1,14,1,1
79490344,1,373,7,391.481203703675,4,11,1,6,1,999,4,1,2,6,1,6,1,1
79510513,2,59,1,59.0874537037453,1,2,2,18,2,1,1,3,999,999,1,7,1,1
79524265,2,374,1,372.745879629627,6,17,2,28,1,1,1,3,1,4,1,15,1,1
79557575,1,216,4,260.527326388867,6,12,1,63,2,2,1,2,1,2,1,13,1,1
79572942,1,336,5,364.53560185188,5,12,1,53,2,2,1,2,1,3,1,15,1,1
79586105,2,356,4,357.91552083334,5,21,2,53,1,1,1,3,2,11,1,13,1,1
79586148,2,344,6,344.510520833312,6,12,2,13,2,1,4,2,2,7,1,10,1,1
79679001,2,328,4,343.591562499991,5,14,2,53,1,1,2,3,1,9,1,2,1,1
79726647,1,216,4,265.464988425956,4,11,1,70,2,999,5,2,2,7,1,14,1,1
79740749,1,28,5,29.796851851861,6,19,2,38,2,1,3,3,1,4,2,13,1,1
79834335,2,316,6,319.798182870378,2,19,2,58,2,999,999,3,2,8,1,5,1,1
79884110,1,336,5,348.506041666726,3,12,1,75,1,1,6,2,2,6,1,17,1,1
80014822,2,84,5,82.7000925926259,3,16,1,33,1,1,1,3,1,7,2,15,1,1
80052567,2,86,7,90.7543287037406,4,18,1,18,2,999,999,2,2,10,1,2,1,1
80070306,2,328,4,328.905925925937,4,21,2,23,1,1,1,3,1,5,1,7,1,1
80080199,1,216,4,264.73616898153,3,17,1,56,2,999,5,3,2,6,1,5,1,1
80281187,2,356,4,356.872500000056,4,20,2,18,2,2,1,3,1,3,2,17,1,1
80300976,2,332,1,340.959884259268,2,23,2,53,1,1,1,3,999,999,1,14,1,1
80433299,2,84,5,85.4476504629711,6,10,2,13,2,999,999,2,999,999,1,10,1,1
80565373,2,28,5,28.4300231481902,5,10,1,20,1,1,4,3,999,999,2,9,1,1
80581246,1,334,3,368.486157407402,2,11,2,63,1,1,1,1,1,4,1,14,1,1
80595998,1,333,2,364.508726851898,5,12,1,56,1,2,1,2,1,3,2,6,1,999
80649207,2,379,6,379.748634259216,6,17,2,3,1,999,999,1,999,999,1,3,1,1
80651740,2,115,1,115.01582175924,1,0,1,53,2,999,999,2,2,8,1,9,1,1
80684232,2,18,2,15.8864930556156,6,21,2,18,1,1,1,2,1,4,1,18,1,1
80692557,2,115,1,116.390173611115,2,9,2,48,2,1,1,3,999,999,1,5,1,1
80797993,1,317,7,354.71692129632,2,17,1,74,2,999,6,3,1,1,2,6,1,1
81021136,2,351,6,348.723229166702,3,17,2,23,2,1,1,2,1,3,1,11,1,1
81170956,2,31,1,30.5305208333302,7,12,1,56,1,1,6,3,1,3,1,6,1,1
81188111,2,179,2,181.510231481516,4,12,2,33,2,1,1,3,1,7,1,1,1,1
81318554,2,314,4,314.666909722262,4,16,2,3,1,999,999,999,2,8,1,2,1,1
81336290,1,320,3,337.711481481441,6,17,1,35,1,1,1,3,1,9,1,16,1,1
81491276,1,99,6,112.473171296297,5,11,1,10,2,999,4,1,2,3,1,10,1,1
81669050,2,346,1,346.799467592617,1,19,1,55,1,1,1,3,1,6,1,2,1,1
81832556,2,366,7,364.44222222222,5,10,2,13,2,999,999,1,2,9,1,16,1,1
81947762,2,379,6,379.903842592612,6,21,1,10,1,1,4,1,1,1,1,11,1,1
81972597,2,28,5,29.4490393518936,6,10,1,58,1,1,1,2,1,5,1,11,1,1
82027979,1,336,5,368.678414351889,2,16,1,73,1,999,6,2,2,2,2,6,1,1
82155858,2,331,7,332.791307870415,1,18,2,18,2,1,1,2,1,2,1,3,1,1
82315826,2,141,6,142.418368055602,7,10,2,28,2,1,1,2,999,999,1,2,1,1
82344245,1,317,7,337.500312500051,6,12,1,63,1,999,6,2,1,2,1,3,1,1
82383061,1,336,5,368.524837962934,2,12,1,7,2,1,4,1,2,8,1,2,1,1
82405334,2,356,4,356.692372685182,4,16,2,28,2,1,1,3,1,5,1,14,1,1
82408233,2,255,1,268.376331018517,7,9,2,43,1,1,1,3,1,8,1,1,1,1
82618644,1,25,2,28.7301273148041,5,17,1,66,2,999,6,3,1,6,1,17,1,1
82623057,2,27,4,40.9208449074067,3,22,2,58,2,999,999,3,999,999,1,7,1,1
82846363,1,352,7,370.631574074039,4,15,1,2,1,999,999,999,2,6,1,17,999,1
82888904,2,340,2,340.609479166684,2,14,2,33,2,1,1,3,999,999,1,999,1,1
82972110,1,355,3,370.603252314846,4,14,1,10,1,1,4,1,2,6,1,13,1,1
82976814,2,42,5,41.4769907407463,4,11,2,28,2,1,1,3,1,5,1,13,1,1
83079913,2,210,5,210.97274305555,5,23,2,48,2,1,1,3,2,10,1,1,1,1
83473702,2,351,6,351.551574074081,6,13,1,3,1,999,1,1,999,4,1,7,1,1
83498309,2,318,1,320.947037036996,3,22,1,49,1,1,1,2,1,4,1,16,1,1
83550791,1,98,5,105.77436342591,5,18,1,75,2,999,6,3,1,6,1,1,1,1
83650268,1,333,2,368.513437499991,2,12,2,48,2,1,1,3,999,999,1,2,1,1
83732108,2,377,4,384.977199074114,4,23,2,8,1,1,4,1,2,4,1,15,1,1
83766141,1,32,2,83.4258101851447,4,10,1,66,1,999,6,2,1,6,1,7,1,1
83914388,2,141,6,138.763668981497,3,18,1,29,1,1,1,2,1,3,1,6,1,1
83986437,1,352,7,369.45528935187,3,10,1,5,2,999,4,1,2,2,1,6,1,1
84240327,2,32,2,29.5745486110682,6,13,2,38,2,1,1,2,999,999,1,2,1,1
84252995,1,320,3,351.729409722262,6,17,1,68,1,999,6,3,1,4,1,2,1,1
84657836,2,356,4,355.386087963008,3,9,2,48,1,1,1,3,2,8,1,6,1,1
84696974,1,333,2,368.674548611161,2,16,1,55,1,999,3,2,1,2,2,12,1,999
84786896,1,206,1,271.503495370387,3,12,1,66,1,1,6,2,999,999,1,13,1,1
84835192,1,35,5,83.6269675926305,4,15,1,58,1,1,1,2,999,999,1,16,1,1
84836384,2,353,1,354.383819444454,2,9,2,23,2,1,1,3,1,4,1,18,1,1
84930880,2,323,6,323.545763888862,6,13,2,43,1,1,1,3,999,999,1,12,1,1
85006266,1,29,6,36.7636574073695,6,18,1,47,1,1,1,2,999,4,1,15,1,1
85062676,2,323,6,325.988275462994,1,23,2,48,2,2,3,3,1,5,1,6,1,1
85219503,2,339,1,336.763680555508,5,18,2,3,2,999,999,1,999,999,1,2,1,1
85231372,1,24,1,36.7457060185261,6,17,1,81,2,999,5,1,1,1,2,2,1,1
85232112,2,314,4,314.765694444417,4,18,2,38,2,999,999,3,999,999,1,999,1,1
85270245,2,323,6,321.594421296264,4,14,1,30,2,999,999,3,2,8,997,13,1,1
85274949,1,334,3,407.622187500005,6,14,1,61,2,2,1,2,1,2,2,8,1,1
85278749,2,28,5,29.9936689814786,6,23,1,52,2,999,999,2,2,11,1,14,1,1
85315463,1,32,2,83.6618055555737,4,15,1,42,2,2,1,2,1,1,2,12,1,1
85414106,2,318,1,315.620405092603,5,14,2,38,2,1,1,3,1,9,1,5,1,1
85430619,2,314,4,312.785312499967,2,18,1,1,1,999,999,1,1,1,1,13,1,1
85581222,2,86,7,86.3296643518843,7,7,1,37,2,1,2,3,1,8,1,5,1,1
85601735,1,101,1,105.786944444408,5,18,1,60,1,999,6,3,1,1,1,5,1,1
85660649,1,320,3,355.507395833381,3,12,1,86,1,999,6,2,1,1,1,3,1,1
85662841,2,351,6,355.444722222164,3,10,1,34,1,1,1,3,999,999,1,13,1,1
85756290,2,366,7,366.938981481479,7,22,2,8,1,1,4,1,999,999,1,2,1,1
85945794,2,387,7,427.704108796315,5,16,2,13,2,999,999,2,999,999,1,16,1,1
86072707,2,10,1,13.9763888888992,4,23,2,33,2,1,1,2,1,4,1,6,1,1
86293261,2,340,2,338.282835648162,7,6,1,2,1,1,4,1,999,10,2,1,1,1
86544485,2,323,6,321.909837962943,4,21,2,23,2,1,1,3,1,8,1,18,1,1
86572350,1,392,5,400.548518518568,6,13,1,4,2,999,4,1,2,1,1,18,1,1
86750143,1,349,4,368.708657407435,2,17,1,2,2,999,999,999,2,5,2,17,1,1
86809017,2,351,6,351.956145833363,6,22,1,19,1,999,999,3,999,999,2,18,1,1
87001881,1,102,2,110.508865740732,3,12,1,61,2,999,5,2,999,999,1,2,1,1
87088262,2,18,2,19.4834027778124,3,11,1,30,2,1,1,3,1,4,1,3,1,1
87169149,2,379,6,386.161770833307,6,3,2,8,2,999,3,1,999,999,1,13,1,1
87185536,2,370,4,375.590358796297,2,14,2,33,2,2,3,3,2,4,1,2,1,1
87190434,2,379,6,379.760162036982,6,18,1,2,2,999,999,1,999,999,1,10,1,1
87196929,2,392,5,391.589039351908,4,14,1,30,1,1,1,3,1,5,1,15,1,1
87330549,1,336,5,348.488379629678,3,11,1,43,1,1,1,2,1,3,2,18,1,1
87331254,2,331,7,331.520208333386,7,12,1,61,2,999,999,1,2,7,1,5,1,1
87452223,1,355,3,371.447384259314,5,10,1,25,1,1,4,3,999,999,1,1,1,1
87490160,1,333,2,354.619560185238,2,14,1,52,1,1,1,2,2,4,2,16,1,2
87588690,2,213,1,211.889074074104,6,21,2,13,2,999,999,2,999,999,1,9,1,1
87722788,2,357,5,370.386550925905,4,9,2,33,2,1,1,3,999,999,1,999,1,1
87746186,2,375,2,370.751666666707,4,18,2,3,1,999,999,999,999,999,1,9,1,1
87898918,1,145,3,259.52888888889,5,12,1,64,2,999,6,2,2,998,2,8,1,1
87909822,2,339,1,339.858194444445,1,20,1,58,1,1,1,3,1,9,1,2,1,1
87917134,2,334,3,335.679143518559,4,16,2,53,2,2,1,2,2,2,1,14,1,1
88005481,1,333,2,354.598900462966,2,14,1,47,2,999,5,2,2,4,2,16,1,1
88108809,2,353,1,356.867870370392,4,20,1,18,2,999,999,2,999,999,1,12,1,1
88128462,1,373,7,406.7487384259,5,17,1,12,1,999,4,1,999,998,1,17,1,1
88138203,1,5,3,15.548495370429,6,13,1,25,1,2,3,2,1,3,1,12,1,1
88157888,2,366,7,366.766006944468,7,18,2,33,1,1,2,3,2,10,1,15,1,1
88255952,2,356,4,357.668703703675,5,16,1,52,1,1,1,3,1,8,1,5,1,1
88320215,2,352,7,355.768206018489,3,18,2,28,1,1,1,3,1,7,1,10,1,1
88325559,2,43,6,42.7438425925793,5,17,2,43,2,999,999,3,999,999,1,3,1,1
88326854,1,32,2,91.5666435185121,5,13,1,26,1,1,1,3,1,3,1,15,1,1
88405608,1,21,5,28.7177777778124,5,17,1,23,2,999,4,2,2,5,2,11,1,1
88413265,2,111,4,112.284733796259,5,6,1,24,1,1,1,3,1,4,1,13,1,1
88449256,2,314,4,313.45728009264,3,10,2,43,2,999,999,3,999,999,1,998,1,1
88500643,2,314,4,315.483379629673,5,11,2,33,2,1,5,3,1,3,1,5,1,1
88542764,2,141,6,141.821099537076,6,19,2,48,2,1,1,3,2,9,1,16,1,1
88564173,2,340,2,340.925381944398,2,22,1,20,1,1,4,3,2,7,1,18,1,1
88570943,1,23,7,28.7911805555923,5,18,1,65,2,1,6,2,999,998,1,2,1,1
88602520,2,365,6,370.681238425896,4,16,2,33,2,1,3,3,2,7,1,17,1,1
88683659,2,141,6,147.651226851856,5,15,2,38,1,1,1,3,999,999,2,13,1,1
88700905,1,349,4,348.730127314804,3,17,1,46,2,1,5,1,999,999,2,10,1,1
88729992,1,334,3,354.506805555546,2,12,1,73,1,999,999,2,2,3,2,6,1,1
88869875,1,320,3,337.740520833293,6,17,1,74,2,1,5,3,2,3,2,2,1,1
88871210,2,23,7,23.9945370369824,7,23,2,48,2,1,1,2,2,3,1,9,1,1
88995932,2,366,7,366.900509259314,7,21,2,3,2,1,4,1,1,1,1,3,1,1
89070958,2,375,2,376.350578703685,3,8,2,38,1,1,1,3,2,11,1,16,1,1
89181039,2,311,1,308.701516203699,5,16,2,18,2,999,999,2,2,4,1,17,1,1
89202614,1,113,6,118.775868055527,4,18,1,63,2,999,6,1,999,999,2,12,1,1
89300315,2,346,1,343.614803240751,5,14,2,28,2,1,1,3,1,4,2,1,1,1
89306456,1,86,7,105.733657407458,5,17,1,0,1,999,999,1,2,9,1,11,1,1
89542296,2,413,5,413.934155092575,5,22,1,42,1,2,3,3,999,999,2,12,1,1
89609207,2,174,4,175.972997685196,5,23,2,38,2,999,999,2,999,999,1,2,1,1
89781724,1,392,5,410.68550925923,2,16,1,16,2,1,4,2,2,998,2,9,1,1
89788386,1,113,6,118.454143518466,4,10,1,49,2,2,999,2,1,1,2,1,999,1
89881612,1,23,7,25.5401620370103,2,12,1,85,2,1,5,1,1,1,2,9,1,1
89989315,1,333,2,354.516932870378,2,12,1,65,1,999,6,3,2,6,1,4,1,1
90000869,2,209,4,208.392962962971,3,9,2,8,2,999,999,1,2,7,1,6,1,1
90218127,1,373,7,390.699085648172,3,16,1,39,1,999,3,2,2,10,1,18,1,1
90291648,2,318,1,320.509722222225,3,12,2,43,2,1,1,3,1,6,1,6,1,1
90311026,1,113,6,118.467245370382,4,11,1,60,2,1,1,2,1,2,2,9,1,1
90340922,1,81,2,91.7056134259328,5,16,2,63,1,999,6,1,2,3,1,3,1,1
90415556,2,14,5,20.5457986111287,4,13,1,9,2,1,4,1,2,11,997,18,1,2
90496219,2,375,2,375.842997685191,2,20,1,31,1,1,1,3,1,5,1,18,1,1
90532298,2,366,7,368.963842592551,2,23,2,8,1,999,999,1,999,999,1,16,1,1
90607637,2,366,7,364.99019675923,5,23,2,3,1,1,4,1,1,1,1,5,1,1
90667744,2,389,2,388.907395833288,1,21,2,13,2,1,4,2,1,1,1,3,1,1
90670934,2,379,6,379.964490740793,6,23,2,38,2,1,1,3,1,8,1,13,1,1
90714870,2,178,1,179.926238425891,2,22,2,33,2,1,1,3,2,5,2,13,1,1
90754638,1,35,5,113.542650462943,6,13,1,75,1,1,3,3,1,1,2,5,1,1
90787499,1,336,5,348.567777777789,3,13,1,78,1,1,6,3,2,8,2,5,1,1
91113229,2,29,6,29.8325115740299,6,19,2,33,1,1,1,3,1,7,1,2,1,1
91196872,2,352,7,355.903240740765,3,21,2,33,1,1,1,3,1,8,1,13,1,1
91211292,2,346,1,343.82649305556,5,19,2,23,1,1,1,3,1,8,1,5,1,1
91265091,1,333,2,355.545092592598,3,13,1,68,1,999,6,2,2,998,2,11,1,1
91284267,2,339,1,339.975185185205,1,23,1,20,2,2,4,2,999,999,1,16,1,1
91464655,2,351,6,351.549849537085,6,13,2,3,1,999,999,999,1,1,1,3,1,1
91549678,2,30,7,30.6476620370522,7,15,1,0,1,999,999,999,2,9,1,13,1,1
91575539,1,359,7,369.70023148146,3,16,1,13,1,999,4,1,2,998,1,6,1,1
91702300,2,350,5,349.908923611161,4,21,1,29,1,1,1,3,1,6,1,13,1,1
91856194,1,333,2,348.623449074104,3,14,1,45,2,1,1,2,1,2,2,7,1,1
91964417,1,359,7,393.6484375,6,15,1,0,1,999,999,999,2,8,1,3,1,1
92079058,1,392,5,400.697951388895,6,16,1,11,1,1,4,1,2,998,1,17,1,1
92112639,2,29,6,29.8921527777566,6,21,1,22,1,1,4,3,1,1,1,15,1,1
92139480,2,370,4,370.985462962999,4,23,2,3,2,999,999,1,999,999,1,14,1,1
92159577,2,30,7,31.7942939815111,1,19,2,18,2,1,4,3,1,1,1,14,1,1
92407597,2,11,2,22.7264351851773,6,17,2,13,2,999,999,2,999,999,1,3,1,1
92507447,1,29,6,32.6567708333023,2,15,2,48,2,999,999,2,2,998,1,15,1,1
92517207,1,373,7,390.643159722211,3,15,1,33,1,1,1,2,1,4,2,3,1,2
92574679,1,29,6,83.788020833279,4,18,1,52,1,999,1,998,2,3,2,18,1,1
92606367,1,145,3,166.704178240732,3,16,1,67,2,2,6,1,1,1,1,15,1,1
92618191,1,320,3,355.687997685163,3,16,1,61,1,999,6,1,2,4,2,9,1,1
92644180,2,86,7,92.5715277778218,6,13,2,18,2,2,4,3,1,1,1,2,1,1
92719295,2,331,7,334.908101851819,3,21,1,7,1,1,4,1,2,11,1,17,1,1
92769599,2,353,1,350.879062499967,5,21,2,3,1,999,999,1,2,9,1,3,1,1
92885307,1,25,2,29.787905092584,6,18,1,20,1,2,4,3,1,1,1,2,1,1
92900359,2,86,7,86.7948842592305,7,19,2,43,1,1,1,2,2,8,1,15,1,1
92903080,2,389,2,389.884259259212,2,21,2,13,2,1,4,1,2,8,1,17,1,1
92990664,1,379,6,393.651990740793,6,15,1,7,1,999,4,1,999,999,1,2,1,1
93113235,2,356,4,360.594502314809,1,14,2,13,1,1,4,1,999,999,1,13,1,1
93127690,2,314,4,314.37084490736,4,8,1,32,2,1,1,3,1,4,1,7,1,1
93188586,2,42,5,44.9374884258723,7,22,1,48,1,1,1,3,1,8,1,6,1,1
93242677,2,366,7,366.785891203675,7,18,2,13,2,999,999,2,1,1,1,5,1,1
93403811,2,18,2,25.6246296296595,2,14,1,19,2,1,4,3,2,9,1,17,1,1
93580543,2,320,3,337.433587962994,6,10,1,69,2,999,999,1,999,999,2,2,1,1
93592898,2,356,4,362.691469907411,3,16,2,48,1,1,1,2,2,5,1,17,1,1
93724430,1,373,7,393.680196759291,6,16,1,4,2,999,999,1,2,3,1,6,1,2
93749739,1,29,6,36.750648148125,6,18,1,48,2,1,5,2,1,1,1,12,1,1
93799182,2,353,1,362.770115740714,3,18,1,18,1,1,1,2,1,3,1,2,1,1
93849161,2,357,5,358.762708333321,6,18,2,48,1,1,1,3,1,9,1,14,1,1
93861947,1,46,2,91.657337962999,5,15,2,58,2,1,5,999,2,998,2,17,1,1
93903925,1,320,3,351.546226851875,6,13,1,54,2,999,999,2,2,998,1,15,1,1
93908272,2,328,4,327.520636574132,3,12,1,48,2,1,2,2,999,999,1,12,1,1
93916891,1,320,3,410.736423611059,2,17,2,48,1,1,1,2,1,4,1,10,1,999
93931754,2,346,1,343.540625000023,5,12,2,38,1,1,3,3,2,11,1,5,1,1
93954677,1,145,3,259.497256944422,5,11,1,71,2,999,6,2,999,5,2,2,1,999
94169942,2,100,7,99.592083333293,6,14,1,54,1,1,3,2,2,7,1,6,1,1
94219601,2,346,1,343.616921296343,5,14,2,53,1,1,6,2,999,999,1,13,1,1
94349633,2,374,1,372.901423611096,6,21,2,28,1,1,1,2,1,3,1,9,1,1
94444357,2,204,6,202.818298611091,4,19,1,10,1,999,999,1,999,999,1,1,1,1
94649167,2,105,5,114.90006944444,7,21,2,33,2,1,5,3,2,7,1,1,1,1
94899027,1,28,5,32.6395023148507,2,15,2,63,1,1,6,1,2,1,2,1,1,1
94917207,2,323,6,326.459976851824,2,11,1,23,1,1,4,3,2,7,1,13,1,1
95067460,2,379,6,379.942164351814,6,22,2,13,2,999,999,1,999,999,1,6,1,1
95096411,2,316,6,313.655289351824,3,15,2,8,1,1,4,1,999,999,1,1,1,1
95096829,1,373,7,400.750358796329,6,18,1,4,2,999,4,999,2,4,1,1,1,1
95195460,1,234,1,265.49072916666,4,11,1,78,1,999,6,3,1,7,1,5,1,1
95291836,2,209,4,210.990659722243,5,23,2,53,2,999,999,1,999,999,1,3,1,1
95329905,1,392,5,400.642199074035,6,15,1,4,2,1,4,1,1,1,1,2,1,1
95443572,2,23,7,25.0534027777612,2,1,1,41,2,999,999,3,2,8,2,6,1,2
95499173,2,334,3,331.497048611054,7,11,2,18,2,2,4,3,1,1,1,12,1,1
95569056,2,27,4,28.5028472222621,5,12,1,19,2,999,999,3,2,8,2,8,1,1
95576448,2,352,7,353.598587962915,1,14,1,66,2,2,3,2,1,1,2,7,1,1
95587383,1,349,4,355.634375000023,3,15,1,58,2,999,5,2,999,998,2,2,1,1
95759794,2,351,6,348.744108796353,3,17,1,18,1,2,4,2,999,999,1,12,1,1
95819081,2,344,6,344.915972222225,6,21,2,28,2,1,1,3,2,10,1,16,1,1
95953133,2,22,6,22.4263888888527,6,10,2,18,2,1,1,3,1,4,1,12,1,1
96129125,1,60,2,83.7598495370476,4,18,1,82,2,1,5,1,1,999,2,16,1,1
96188068,1,23,7,28.7646064815344,5,18,1,20,2,1,1,2,1,2,2,6,1,1
96308877,1,352,7,370.599872685154,4,14,1,63,1,999,6,2,1,1,2,14,1,1
96317123,2,366,7,363.959780092584,4,23,1,10,2,999,999,1,2,9,1,10,1,1
96350681,1,25,2,29.7293171295896,6,17,1,62,2,999,5,3,999,999,997,4,1,1
96442770,1,25,2,29.7810069444822,6,18,1,58,1,2,1,2,2,4,997,13,1,1
96471446,2,374,1,375.885034722276,2,21,2,28,1,1,1,3,2,9,1,15,1,1
96472017,2,314,4,314.815243055578,4,19,2,13,1,1,4,3,2,4,1,2,1,1
96476939,2,27,4,30.4062384258723,7,9,2,43,2,1,1,2,1,2,1,14,1,1
96492298,2,365,6,366.883553240681,7,21,2,33,1,999,999,3,999,999,1,11,1,1
96732089,2,370,4,372.477650462999,6,11,1,48,1,1,1,2,1,4,1,11,1,1
96783978,2,32,2,33.3558101851959,3,8,2,18,2,1,1,3,999,999,1,999,1,1
96990501,2,84,5,85.4637268518563,6,11,1,53,1,2,3,3,2,6,1,15,1,1
97137749,2,427,5,427.867349537089,5,20,1,15,1,999,999,2,999,999,2,8,1,1
97343767,2,111,4,113.481273148092,6,11,2,43,2,2,1,3,2,6,1,2,1,1
97353068,1,71,6,83.7228587962454,4,17,1,13,1,999,4,2,2,998,1,6,1,1
97456570,1,333,2,368.644004629576,2,15,2,38,2,1,1,3,2,6,2,13,1,1
97513453,2,231,5,233.977777777822,7,23,1,55,2,2,6,2,1,1,1,2,1,1
97632983,1,4,2,15.5288310184842,6,12,1,65,1,999,6,2,999,999,1,12,1,1
97690987,2,334,3,331.888090277789,7,21,1,46,1,1,1,3,999,999,1,14,1,1
97736287,2,332,1,328.911388888839,4,21,2,38,2,2,1,2,999,999,1,16,1,1
97782776,1,129,1,259.595451388857,5,14,2,48,2,2,5,2,1,1,1,6,1,1
98058870,2,352,7,356.419340277789,4,10,2,53,1,999,999,2,1,4,1,8,1,1
98088766,2,115,1,113.543564814841,6,13,2,18,2,1,1,3,999,999,1,13,1,1
98126978,2,30,7,31.1626504629385,1,3,2,33,1,1,1,3,1,8,1,3,1,1
98287770,1,15,6,15.5163888889365,6,12,1,28,2,1,1,2,1,4,1,2,1,1
98316982,2,392,5,390.909189814818,3,21,1,2,2,999,999,1,2,10,1,5,1,1
98325760,2,334,3,336.591273148195,5,14,1,23,2,1,1,3,1,4,2,2,1,1
98326524,1,334,3,348.577129629673,3,13,2,38,2,1,1,2,1,4,1,18,1,1
98429940,2,23,7,23.7853703703731,7,18,1,27,1,1,1,3,1,4,1,12,1,1
98519464,2,328,4,328.730891203741,4,17,2,28,2,1,1,3,999,999,1,13,1,1
98546700,2,115,1,113.758634259226,6,18,2,48,1,999,999,2,999,999,1,13,1,1
98611393,1,320,3,354.711712962948,2,17,1,57,1,1,3,2,1,3,1,1,1,1
98903367,1,355,3,370.509861111059,4,12,2,8,1,999,999,1,999,999,1,13,1,1
98976964,1,352,7,370.653414351866,4,15,1,28,2,1,1,3,999,999,1,14,1,1
99115647,2,339,1,342.648298611166,4,15,1,6,2,1,4,1,999,999,1,17,1,1
99116042,1,320,3,355.68440972222,3,16,1,58,2,1,1,2,1,5,1,14,1,1
99127219,2,366,7,424.463981481502,2,11,2,8,2,1,4,1,999,999,1,15,1,1
99155650,1,333,2,354.502453703666,2,12,1,44,2,2,1,2,1,1,2,18,1,1
99394518,1,352,7,370.70891203708,4,17,1,8,2,999,4,1,999,999,2,12,1,2
99426284,2,219,7,219.995636574109,7,23,1,16,2,999,1,2,999,9,1,16,1,1
99454600,2,169,6,167.96619212965,4,23,2,13,2,1,4,2,999,999,1,9,1,1
99507885,2,392,5,390.995046296273,3,23,1,5,1,999,999,1,2,9,1,6,1,1
99569871,2,79,7,77.7492939814692,5,17,2,13,2,999,999,2,999,999,1,18,1,1
99638299,1,336,5,348.454317129683,3,10,1,52,2,1,5,2,1,1,1,2,1,1
99819582,1,352,7,370.465150462929,4,11,1,3,1,999,4,1,2,2,1,9,1,1
99832513,2,331,7,329.670486111077,5,16,2,13,2,1,4,2,999,999,1,14,1,1
99898669,2,36,6,37.0621064815205,7,1,1,20,2,1,4,2,1,1,1,12,1,1
