participant_code,residence_type,num_usual_contacts,usual_contact_idx,usual_age_or_range,usual_age_or_mid_range,usual_gender,usual_relation
93724430,1,5,1,1,61,1,5
93724430,1,5,2,1,39,2,5
93724430,1,5,3,1,16,1,997
93724430,1,5,4,1,13,2,997
93724430,1,5,5,1,16,2,999
47747005,1,2,1,1,60,2,5
47747005,1,2,2,1,63,1,5
48566599,999,4,1,1,78,2,2
48566599,999,4,2,1,56,2,4
48566599,999,4,3,1,48,1,1
48566599,999,4,4,1,0,2,3
40817966,1,2,1,2,28,2,1
40817966,1,2,2,2,13,2,3
37809153,1,3,1,1,60,1,2
37809153,1,3,2,1,57,2,2
37809153,1,3,3,1,22,2,4
26616425,1,3,1,1,49,1,2
26616425,1,3,2,1,40,2,2
26616425,1,3,3,1,12,2,4
41445565,1,2,1,2,38,1,2
41445565,1,2,2,2,38,2,2
16291889,1,4,1,2,63,1,2
16291889,1,4,2,2,58,2,2
16291889,1,4,3,2,28,1,4
16291889,1,4,4,2,28,2,997
29632406,1,3,1,2,63,1,2
29632406,1,3,2,2,63,2,2
29632406,1,3,3,2,33,1,4
60430487,1,3,1,2,33,2,2
60430487,1,3,2,2,38,1,2
60430487,1,3,3,2,33,2,999
65576691,1,3,1,1,5,2,4
65576691,1,3,2,1,34,2,2
65576691,1,3,3,1,38,1,2
87722788,1,3,1,2,33,1,1
87722788,1,3,2,2,3,1,3
87722788,1,3,3,2,8,2,3
45825573,1,5,1,2,3,2,4
45825573,1,5,2,2,8,1,4
45825573,1,5,3,2,28,2,2
45825573,1,5,4,2,43,1,2
45825573,1,5,5,2,53,2,5
14055983,1,4,1,2,43,1,2
14055983,1,4,2,2,38,2,2
14055983,1,4,3,2,8,1,4
14055983,1,4,4,2,23,2,997
87196929,1,3,1,2,18,1,4
87196929,1,3,2,2,58,1,2
87196929,1,3,3,2,53,2,2
57697220,1,2,1,2,33,2,1
57697220,1,2,2,2,33,2,999
56656760,1,2,1,2,43,2,1
56656760,1,2,2,2,18,1,3
44211423,1,4,1,1,38,1,2
44211423,1,4,2,1,32,2,2
44211423,1,4,3,1,10,1,4
44211423,1,4,4,1,1,2,4
38433295,1,3,1,1,63,1,2
38433295,1,3,2,1,47,2,2
38433295,1,3,3,1,23,2,4
92139480,1,3,1,2,63,2,5
92139480,1,3,2,2,38,2,2
92139480,1,3,3,2,38,1,2
35788749,1,1,1,1,67,2,2
76212658,1,4,1,1,54,1,2
76212658,1,4,2,1,17,2,4
76212658,1,4,3,1,22,2,4
76212658,1,4,4,2,47.5,2,2
60746278,1,5,1,1,55,1,2
60746278,1,5,2,1,46,2,2
60746278,1,5,3,1,20,2,4
60746278,1,5,4,1,11,2,4
60746278,1,5,5,1,70,2,5
93849161,1,5,1,2,48,2,1
93849161,1,5,2,2,18,2,3
93849161,1,5,3,2,13,2,3
93849161,1,5,4,2,13,1,3
93849161,1,5,5,2,48,2,997
70690911,1,2,1,1,30,2,3
70690911,1,2,2,1,35,2,3
27715859,1,3,1,1,64,1,2
27715859,1,3,2,1,64,2,2
27715859,1,3,3,1,28,2,4
93242677,1,2,1,2,53,1,2
93242677,1,2,2,2,43,2,2
42351104,1,3,1,2,3,1,3
42351104,1,3,2,2,13,1,3
42351104,1,3,3,2,38,1,1
92517207,1,2,1,1,35,2,1
92517207,1,2,2,1,9,1,3
33056691,1,4,1,1,44,1,2
33056691,1,4,2,1,39,2,2
33056691,1,4,3,1,7,2,4
33056691,1,4,4,1,26,2,999
65046116,1,6,1,2,13,2,4
65046116,1,6,2,2,8,1,4
65046116,1,6,3,2,38,1,2
65046116,1,6,4,2,38,2,2
65046116,1,6,5,2,23,2,997
65046116,1,6,6,2,53,2,5
88995932,1,4,1,1,16,1,4
88995932,1,4,2,1,43,2,2
88995932,1,4,3,1,44,1,2
88995932,1,4,4,2,28,2,999
31112109,1,4,1,1,43,1,2
31112109,1,4,2,1,40,2,2
31112109,1,4,3,1,10,1,4
31112109,1,4,4,2,63,2,5
13775858,1,3,1,1,36,1,2
13775858,1,3,2,1,35,2,2
13775858,1,3,3,1,1,1,4
26343036,1,4,1,2,63,1,2
26343036,1,4,2,2,63,2,2
26343036,1,4,3,2,3,1,3
26343036,1,4,4,2,28,2,1
90607637,1,4,1,2,38,1,2
90607637,1,4,2,2,38,2,2
90607637,1,4,3,2,28,2,997
90607637,1,4,4,2,8,2,4
44623572,1,1,1,2,63,2,2
64605820,1,3,1,2,28,1,2
64605820,1,3,2,2,28,2,2
64605820,1,3,3,2,3,2,4
23499032,1,4,1,1,84,1,2
23499032,1,4,2,1,61,2,2
23499032,1,4,3,1,22,2,1
23499032,1,4,4,1,1,2,3
23117844,1,3,1,2,38,2,2
23117844,1,3,2,2,43,1,2
23117844,1,3,3,2,13,2,4
70586548,1,1,1,2,38,2,1
99127219,1,4,1,2,8,1,4
99127219,1,4,2,2,38,1,2
99127219,1,4,3,2,38,2,2
99127219,1,4,4,2,23,2,997
40272308,1,3,1,2,38,1,1
40272308,1,3,2,2,8,2,3
40272308,1,3,3,2,8,2,3
11776171,1,3,1,1,54,1,1
11776171,1,3,2,1,14,2,3
11776171,1,3,3,1,19,2,3
32488774,1,3,1,2,33,1,2
32488774,1,3,2,2,33,2,2
32488774,1,3,3,2,8,2,4
33820112,1,2,1,2,63,1,2
33820112,1,2,2,2,58,2,2
54787848,1,3,1,2,48,2,5
54787848,1,3,2,2,58,1,5
54787848,1,3,3,2,23,2,997
40232281,1,3,1,2,28,1,3
40232281,1,3,2,2,28,2,3
40232281,1,3,3,2,63,2,1
15264221,1,6,1,1,69,1,2
15264221,1,6,2,1,67,2,2
15264221,1,6,3,1,65,2,997
15264221,1,6,4,1,39,1,1
15264221,1,6,5,1,0,2,3
15264221,1,6,6,1,27,2,997
28989980,1,2,1,1,29,1,2
28989980,1,2,2,1,29,2,2
75374365,1,1,1,2,28,2,1
79524265,1,3,1,1,25,1,4
79524265,1,3,2,1,61,2,2
79524265,1,3,3,1,60,1,2
55212238,1,3,1,2,58,1,2
55212238,1,3,2,2,58,2,2
55212238,1,3,3,2,23,2,1
55235710,1,4,1,1,42,1,2
55235710,1,4,2,1,43,2,2
55235710,1,4,3,1,19,2,4
55235710,1,4,4,1,68,2,5
59235352,1,3,1,1,40,2,4
59235352,1,3,2,1,29,2,4
59235352,1,3,3,1,77,1,2
55860631,1,1,1,2,33,2,1
33440850,1,3,1,2,13,1,4
33440850,1,3,2,2,43,1,2
33440850,1,3,3,2,43,2,2
45740273,1,3,1,1,37,2,2
45740273,1,3,2,1,40,1,2
45740273,1,3,3,1,61,2,5
31623010,1,5,1,1,6,2,4
31623010,1,5,2,1,65,1,5
31623010,1,5,3,1,60,2,5
31623010,1,5,4,1,33,2,2
31623010,1,5,5,1,39,1,2
90532298,1,2,1,2,38,1,2
90532298,1,2,2,2,38,2,2
32342024,1,4,1,1,9,2,4
32342024,1,4,2,1,40,2,2
32342024,1,4,3,1,39,1,2
32342024,1,4,4,1,43,2,997
38819323,1,6,1,2,48,1,2
38819323,1,6,2,2,48,2,2
38819323,1,6,3,2,23,2,4
38819323,1,6,4,2,18,2,4
38819323,1,6,5,2,13,1,4
38819323,1,6,6,2,63,2,5
32179276,1,2,1,1,18,1,3
32179276,1,2,2,2,43,1,1
75378155,1,2,1,2,63,1,2
75378155,1,2,2,2,58,2,2
88128462,1,3,1,1,39,1,2
88128462,1,3,2,1,44,2,2
88128462,1,3,3,1,28,2,997
87185536,1,2,1,2,63,2,2
87185536,1,2,2,2,38,2,9
22411792,1,3,1,1,70,2,2
22411792,1,3,2,1,43,2,4
22411792,1,3,3,1,50,1,4
96317123,1,5,1,2,13,1,4
96317123,1,5,2,2,13,1,4
96317123,1,5,3,2,43,1,2
96317123,1,5,4,2,43,2,2
96317123,1,5,5,2,33,2,997
51621637,1,3,1,1,35,2,1
51621637,1,3,2,1,2,2,3
51621637,1,3,3,1,5,1,3
95096829,1,3,1,1,60,1,2
95096829,1,3,2,1,41,2,2
95096829,1,3,3,1,10,2,4
96471446,1,3,1,2,28,2,4
96471446,1,3,2,2,48,2,2
96471446,1,3,3,2,53,1,2
19555774,1,2,1,2,65,2,2
19555774,1,2,2,2,63,1,2
67484458,1,3,1,1,43,1,2
67484458,1,3,2,1,40,2,2
67484458,1,3,3,1,2,2,4
94349633,1,3,1,2,28,2,4
94349633,1,3,2,2,58,2,2
94349633,1,3,3,2,63,1,2
48885926,1,3,1,1,32,2,2
48885926,1,3,2,1,59,1,2
48885926,1,3,3,1,59,1,1
46077422,1,3,1,2,48,2,2
46077422,1,3,2,2,53,1,2
46077422,1,3,3,2,13,2,4
40940069,1,2,1,1,36,2,1
40940069,1,2,2,1,2,1,3
50139229,1,1,1,1,66,2,2
46360894,1,2,1,2,43,1,2
46360894,1,2,2,2,38,2,2
81832556,1,2,1,2,38,2,2
81832556,1,2,2,2,43,1,2
47545727,1,1,1,2,18,1,3
88157888,1,4,1,2,33,2,1
88157888,1,4,2,2,18,2,999
88157888,1,4,3,2,63,1,2
88157888,1,4,4,2,63,2,2
85756290,1,4,1,1,14,1,997
85756290,1,4,2,1,54,1,2
85756290,1,4,3,1,48,2,2
85756290,1,4,4,1,38,2,999
73051890,1,5,1,1,43,1,2
73051890,1,5,2,1,34,2,2
73051890,1,5,3,1,6,2,4
73051890,1,5,4,1,75,2,5
73051890,1,5,5,1,37,2,997
40905140,1,4,1,1,6,2,4
40905140,1,4,2,1,40,2,2
40905140,1,4,3,1,66,1,5
40905140,1,4,4,1,43,1,2
34773346,1,2,1,1,39,2,2
34773346,1,2,2,1,9,1,4
34794436,1,2,1,1,12,1,3
34794436,1,2,2,1,43,2,1
17824455,1,3,1,2,43,1,2
17824455,1,3,2,2,43,2,2
17824455,1,3,3,2,13,2,4
60588645,1,3,1,2,8,1,4
60588645,1,3,2,2,43,2,2
60588645,1,3,3,2,53,1,2
31334995,1,2,1,2,58,1,2
31334995,1,2,2,2,58,2,2
66166471,1,5,1,2,53,1,2
66166471,1,5,2,2,43,2,2
66166471,1,5,3,2,18,1,4
66166471,1,5,4,2,18,2,4
66166471,1,5,5,2,13,2,4
39341446,1,3,1,2,38,2,2
39341446,1,3,2,2,43,1,2
39341446,1,3,3,1,8,2,4
79490344,1,4,1,1,82,2,5
79490344,1,4,2,1,54,2,997
79490344,1,4,3,1,52,1,2
79490344,1,4,4,1,49,2,997
12818986,1,2,1,1,44,2,1
12818986,1,2,2,1,20,1,3
90218127,1,1,1,1,60,2,2
12808049,1,4,1,1,3,1,4
12808049,1,4,2,2,28,2,2
12808049,1,4,3,2,28,1,2
12808049,1,4,4,2,28,2,999
87746186,1,2,1,2,23,2,2
87746186,1,2,2,2,28,1,2
90496219,1,4,1,1,30,2,1
90496219,1,4,2,2,63,2,997
90496219,1,4,3,2,18,2,997
90496219,1,4,4,2,23,2,997
50322326,1,3,1,2,43,1,1
50322326,1,3,2,2,63,2,997
50322326,1,3,3,2,13,2,3
57896969,1,5,1,1,9,1,4
57896969,1,5,2,1,46,2,2
57896969,1,5,3,1,46,1,2
57896969,1,5,4,1,50,2,997
57896969,1,5,5,1,82,2,5
28422326,1,2,1,2,63,1,2
28422326,1,2,2,2,58,2,2
22886585,1,3,1,2,38,1,2
22886585,1,3,2,2,43,2,2
22886585,1,3,3,2,38,2,999
75583332,1,2,1,2,53,1,2
75583332,1,2,2,2,48,2,2
23631969,1,4,1,1,39,2,1
23631969,1,4,2,2,23,2,997
23631969,1,4,3,1,1,1,3
23631969,1,4,4,1,43,1,999
17175713,1,4,1,1,12,2,4
17175713,1,4,2,1,45,2,2
17175713,1,4,3,1,47,1,2
17175713,1,4,4,1,39,2,997
85945794,1,3,1,1,20,2,4
85945794,1,3,2,2,43,2,2
85945794,1,3,3,2,43,1,2
92990664,1,4,1,1,47,1,2
92990664,1,4,2,1,45,2,2
92990664,1,4,3,1,9,2,4
92990664,1,4,4,1,32,2,999
56216631,1,2,1,2,58,1,2
56216631,1,2,2,2,28,1,4
49226652,1,2,1,2,33,1,8
49226652,1,2,2,2,33,2,8
71239692,1,3,1,2,37.5,2,2
71239692,1,3,2,2,37.5,2,2
71239692,1,3,3,1,10,2,4
77647346,1,2,1,2,63,1,2
77647346,1,2,2,2,33,2,4
30881166,1,2,1,2,28,1,2
30881166,1,2,2,2,28,2,2
47790815,1,4,1,1,54,1,2
47790815,1,4,2,1,49,2,2
47790815,1,4,3,1,16,2,4
47790815,1,4,4,1,80,2,5
17604612,1,3,1,1,34,2,2
17604612,1,3,2,1,35,1,2
17604612,1,3,3,1,33,2,997
37420699,1,4,1,2,33,2,2
37420699,1,4,2,2,28,1,2
37420699,1,4,3,2,58,1,5
37420699,1,4,4,2,58,2,5
10105130,1,3,1,1,74,2,5
10105130,1,3,2,1,51,2,2
10105130,1,3,3,1,47,1,997
89070958,1,1,1,2,38,2,1
52526919,1,3,1,1,47,1,2
52526919,1,3,2,1,45,2,2
52526919,1,3,3,1,17,1,4
41893194,1,3,1,1,36,2,2
41893194,1,3,2,1,12,1,4
41893194,1,3,3,1,41,2,997
72754022,1,4,1,2,38,1,2
72754022,1,4,2,2,33,2,2
72754022,1,4,3,2,3,1,4
72754022,1,4,4,2,28,2,999
73474238,1,1,1,1,43,2,1
35257030,1,2,1,2,13,1,3
35257030,1,2,2,2,43,1,1
76973593,1,3,1,999,9001,999,999
76973593,1,3,2,999,9001,999,999
76973593,1,3,3,999,9001,999,999
98316982,1,3,1,2,33,2,2
98316982,1,3,2,2,38,1,2
98316982,1,3,3,2,33,2,997
57487336,1,4,1,1,40,1,2
57487336,1,4,2,1,4,1,3
57487336,1,4,3,1,4,1,3
57487336,1,4,4,1,30,2,2
77069618,1,2,1,2,63,1,2
77069618,1,2,2,2,38,2,4
46221582,1,2,1,2,43,2,2
46221582,1,2,2,2,63,2,5
75747938,1,2,1,2,8,1,3
75747938,1,2,2,2,13,1,3
34353107,1,3,1,2,38,1,2
34353107,1,3,2,2,38,2,2
34353107,1,3,3,2,63,2,5
77725637,1,7,1,2,8,2,4
77725637,1,7,2,2,33,1,2
77725637,1,7,3,2,33,2,2
77725637,1,7,4,2,53,2,5
77725637,1,7,5,2,58,1,5
77725637,1,7,6,2,8,1,997
77725637,1,7,7,2,33,2,997
28350064,999,3,1,2,8,2,4
28350064,999,3,2,2,38,2,2
28350064,999,3,3,2,48,1,2
24370596,1,3,1,1,12,1,4
24370596,1,3,2,1,38,2,2
24370596,1,3,3,1,42,1,2
11658139,1,4,1,2,33,2,999
11658139,1,4,2,2,33,1,999
11658139,1,4,3,2,8,2,999
11658139,1,4,4,2,23,2,999
83732108,1,4,1,2,58,2,5
83732108,1,4,2,2,28,2,997
83732108,1,4,3,2,28,2,2
83732108,1,4,4,2,23,2,997
78027519,1,3,1,2,38,1,2
78027519,1,3,2,2,33,2,2
78027519,1,3,3,2,33,2,997
63745362,1,4,1,1,36,1,2
63745362,1,4,2,1,34,2,2
63745362,1,4,3,1,6,1,4
63745362,1,4,4,1,38,2,997
25074113,1,4,1,2,43,1,2
25074113,1,4,2,2,43,2,2
25074113,1,4,3,2,13,2,4
25074113,1,4,4,2,48,2,997
51758126,1,2,1,1,29,2,2
51758126,1,2,2,1,39,1,2
30864972,1,1,1,1,41,1,2
47837972,1,3,1,1,68,2,5
47837972,1,3,2,1,41,2,2
47837972,1,3,3,2,47.5,2,2
24620397,1,1,1,1,32,2,1
73647579,1,3,1,1,18,2,997
73647579,1,3,2,1,20,1,997
73647579,1,3,3,1,42,2,9
69137285,1,4,1,1,65,1,2
69137285,1,4,2,1,35,2,2
69137285,1,4,3,1,5,2,4
69137285,1,4,4,1,3,999,999
72028257,1,5,1,2,8,2,4
72028257,1,5,2,2,13,1,4
72028257,1,5,3,2,38,2,2
72028257,1,5,4,2,43,1,2
72028257,1,5,5,2,23,2,997
54279943,1,3,1,1,71,2,5
54279943,1,3,2,1,34,1,2
54279943,1,3,3,1,28,2,2
21476608,1,3,1,2,38,2,2
21476608,1,3,2,2,43,1,2
21476608,1,3,3,2,13,1,4
35145881,1,4,1,2,43,2,2
35145881,1,4,2,2,43,1,2
35145881,1,4,3,1,9,2,4
35145881,1,4,4,2,23,2,997
87190434,1,3,1,2,28,1,2
87190434,1,3,2,2,28,2,2
87190434,1,3,3,2,28,2,997
66912749,1,2,1,1,45,1,2
66912749,1,2,2,1,43,2,2
17984165,1,1,1,2,53,2,4
64422886,1,2,1,2,33,2,2
64422886,1,2,2,2,3,1,3
70740449,1,3,1,2,48,1,2
70740449,1,3,2,2,43,2,2
70740449,1,3,3,2,38,2,997
92079058,1,5,1,1,52,1,2
92079058,1,5,2,1,42,2,2
92079058,1,5,3,1,17,1,4
92079058,1,5,4,1,17,2,4
92079058,1,5,5,2,27.5,2,997
80649207,1,2,1,2,28,2,2
80649207,1,2,2,2,33,1,2
89781724,1,3,1,1,50,1,2
89781724,1,3,2,1,45,2,2
89781724,1,3,3,1,10,2,4
87169149,1,4,1,2,38,2,2
87169149,1,4,2,2,38,1,2
87169149,1,4,3,2,3,999,4
87169149,1,4,4,2,23,999,997
47447435,1,3,1,1,13,2,3
47447435,1,3,2,1,16,1,3
47447435,1,3,3,2,38,2,1
81947762,1,3,1,2,38,1,2
81947762,1,3,2,2,33,2,2
81947762,1,3,3,1,15,1,4
90670934,1,3,1,2,38,1,1
90670934,1,3,2,2,13,1,3
90670934,1,3,3,2,8,1,3
95067460,1,3,1,2,13,1,4
95067460,1,3,2,2,38,2,2
95067460,1,3,3,2,43,1,2
34506763,1,4,1,2,38,1,2
34506763,1,4,2,2,38,2,2
34506763,1,4,3,2,3,1,4
34506763,1,4,4,2,28,2,997
64643736,1,2,1,2,38,1,2
64643736,1,2,2,2,38,2,2
33731847,1,4,1,2,38,1,2
33731847,1,4,2,2,38,2,2
33731847,1,4,3,2,8,2,4
33731847,1,4,4,2,28,2,997
95329905,1,2,1,2,33,1,2
95329905,1,2,2,2,33,2,2
23440991,1,3,1,2,13,1,4
23440991,1,3,2,2,38,2,2
23440991,1,3,3,2,38,1,2
59720104,1,3,1,2,38,1,2
59720104,1,3,2,2,38,2,2
59720104,1,3,3,2,33,2,997
90667744,1,3,1,2,48,1,2
90667744,1,3,2,2,48,2,2
90667744,1,3,3,2,13,2,4
51273253,1,4,1,1,46,2,2
51273253,1,4,2,1,48,1,2
51273253,1,4,3,1,47,2,997
51273253,1,4,4,1,36,2,997
92903080,1,5,1,2,43,1,2
92903080,1,5,2,2,63,2,2
92903080,1,5,3,2,38,2,5
92903080,1,5,4,2,33,2,997
92903080,1,5,5,2,13,1,4
86572350,1,3,1,1,47,2,2
86572350,1,3,2,1,60,1,2
86572350,1,3,3,1,15,1,4
35472160,1,4,1,2,43,1,1
35472160,1,4,2,2,8,1,3
35472160,1,4,3,2,8,2,3
35472160,1,4,4,2,33,2,997
41655665,1,3,1,2,38,1,2
41655665,1,3,2,2,38,2,2
41655665,1,3,3,2,28,2,999
20931383,1,3,1,1,44,1,2
20931383,1,3,2,1,40,2,2
20931383,1,3,3,1,8,1,4
99507885,1,5,1,1,4,2,4
99507885,1,5,2,1,14,1,4
99507885,1,5,3,1,37,2,2
99507885,1,5,4,1,37,1,2
99507885,1,5,5,1,41,2,999
89542296,1,6,1,2,38,2,1
89542296,1,6,2,2,38,2,997
89542296,1,6,3,2,13,1,3
89542296,1,6,4,2,8,2,3
89542296,1,6,5,2,8,1,3
89542296,1,6,6,2,38,1,999
62568804,1,3,1,1,11,2,4
62568804,1,3,2,1,52,1,2
62568804,1,3,3,1,49,2,2
13376654,1,3,1,2,13,1,4
13376654,1,3,2,2,38,2,2
13376654,1,3,3,2,43,1,2
35951820,1,4,1,2,33,1,2
35951820,1,4,2,2,33,2,2
35951820,1,4,3,2,63,2,5
35951820,1,4,4,2,38,2,997
32119336,1,2,1,1,35,2,2
32119336,1,2,2,1,5,1,4
68933514,1,5,1,2,62.5,1,5
68933514,1,5,2,2,62.5,2,5
68933514,1,5,3,1,35,1,2
68933514,1,5,4,1,36,2,2
68933514,1,5,5,1,5,2,4
29399075,1,2,1,2,33,2,2
29399075,1,2,2,2,43,1,2
38120101,1,3,1,1,38,1,2
38120101,1,3,2,1,37,2,2
38120101,1,3,3,1,7,2,4
11170632,1,6,1,2,38,1,2
11170632,1,6,2,2,38,2,2
11170632,1,6,3,2,8,2,4
11170632,1,6,4,2,38,2,999
11170632,1,6,5,2,28,2,999
11170632,1,6,6,2,48,2,999
55377154,1,2,1,1,45,1,2
55377154,1,2,2,1,43,2,2
46025078,1,2,1,2,48,2,2
46025078,1,2,2,1,19,1,4
40026972,1,3,1,2,43,1,2
40026972,1,3,2,2,43,2,2
40026972,1,3,3,2,13,1,4
10605717,1,5,1,1,12,1,4
10605717,1,5,2,1,50,2,2
10605717,1,5,3,1,50,1,2
10605717,1,5,4,1,29,2,997
10605717,1,5,5,1,15,2,4
76349818,1,3,1,1,36,2,2
76349818,1,3,2,1,5,1,4
76349818,1,3,3,1,29,1,2
57646962,1,6,1,2,8,1,4
57646962,1,6,2,2,33,1,2
57646962,1,6,3,2,23,2,2
57646962,1,6,4,2,58,2,5
57646962,1,6,5,2,33,2,997
57646962,1,6,6,2,33,2,997
51816850,1,3,1,2,43,1,2
51816850,1,3,2,2,43,2,2
51816850,1,3,3,2,13,2,4
54164281,1,3,1,2,43,2,1
54164281,1,3,2,2,13,1,3
54164281,1,3,3,2,63,1,2
75567684,1,3,1,1,56,1,2
75567684,1,3,2,1,43,2,2
75567684,1,3,3,1,2,1,4
97137749,1,3,1,2,43,1,2
97137749,1,3,2,2,43,2,2
97137749,1,3,3,2,63,1,5
