participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence,num_usual_contacts,total_hrs_participant,physical_hrs_participant
10105130,1,379,6,400.4662268518,6,11,1,15,1,999,4,2,2,7,1,11,1,1,3,9.35,5
10358113,2,28,5,30.4843171295943,7,11,1,33,2,1,1,3,1,5,1,5,1,1,3,0.0416666666666667,0.0416666666666667
10400394,2,344,6,343.790428240784,5,18,2,18,2,1,1,3,1,2,1,11,1,1,2,0.616666666666667,0.616666666666667
10495813,2,318,1,315.870740740793,5,20,1,19,2,1,4,2,2,4,1,14,1,1,3,0.475,0.316666666666667
10532697,2,30,7,31.5577199073741,1,13,1,23,1,1,4,3,1,1,1,5,1,1,2,3.11666666666667,0
10605717,2,395,1,396.822638888843,2,19,1,15,2,999,999,2,999,999,1,6,1,1,5,35,12.5
10667596,2,328,4,328.954571759212,4,22,2,18,2,1,1,3,1,2,1,15,1,1,2,4.05,0.616666666666667
10739775,2,27,4,32.6398263889132,2,15,1,19,1,1,4,2,999,999,1,18,1,1,2,0.158333333333333,0.158333333333333
10822794,1,98,5,105.739710648195,5,17,1,69,2,2,999,2,1,1,997,14,1,1,2,5.15833333333333,5
10946094,2,328,4,326.742569444468,2,17,2,23,2,999,999,3,2,9,1,17,1,1,1,0.0416666666666667,0.0416666666666667
10977706,1,352,7,370.690300925868,4,16,2,33,1,1,1,3,1,4,1,8,1,1,2,11.1166666666667,10.3583333333333
11006409,2,85,6,85.4867129629711,6,11,2,43,2,999,999,2,999,999,1,5,1,1,2,8,8
11037821,1,336,5,364.498194444459,5,11,1,58,2,999,6,2,999,999,1,5,1,1,1,1.23333333333333,0.616666666666667
11164072,1,349,4,391.546840277733,4,13,1,9,1,999,4,1,999,999,1,13,1,1,4,29.4666666666667,17.3166666666667
11170632,2,395,1,411.849849537015,3,20,1,5,2,1,4,1,2,11,1,5,1,1,6,9.61666666666667,9.61666666666667
11249443,2,331,7,333.483912036987,2,11,2,63,2,999,999,3,999,999,999,999,1,1,2,0.0416666666666667,0.0416666666666667
11256889,2,314,4,314.814039351884,4,19,2,18,2,1,1,2,1,3,2,13,1,1,3,0.0416666666666667,0
11294271,2,339,1,339.892662037048,1,21,1,27,1,1,1,3,1,3,2,3,1,1,1,4,4
11319336,1,109,2,118.434826388839,4,10,1,2,1,2,4,1,2,8,1,9,1,1,4,33.5,33.5
11344005,2,344,6,345.782824074035,7,18,2,23,2,1,1,3,1,6,1,2,1,1,2,23.65,1.90833333333333
11417589,2,100,7,100.494004629669,7,11,1,44,2,1,1,2,1,3,2,8,1,1,2,15.1166666666667,12
11625385,2,352,7,354.578541666619,2,13,2,38,1,2,1,3,999,999,1,6,1,1,2,3.275,0
11658139,2,387,7,427.728321759263,5,17,2,13,2,2,4,2,999,999,1,999,1,1,4,0.616666666666667,0.616666666666667
11724464,1,334,3,368.530196759268,2,12,2,53,2,999,999,999,999,999,999,999,1,1,3,2.175,1.85
11772427,2,79,7,96.5345949074253,3,12,2,3,1,999,999,1,999,999,1,7,1,1,3,9.08333333333333,9
11776171,2,374,1,375.47293981479,2,11,1,51,2,1,1,3,2,10,1,14,1,1,3,20.6166666666667,0
11837502,1,320,3,351.70674768521,6,16,1,67,2,999,5,1,999,1,1,14,1,1,3,5.61666666666667,0
11841028,1,13,4,21.7664583333535,5,18,1,14,1,999,4,2,2,998,1,14,1,1,3,44.2916666666667,13.0583333333333
11857415,2,323,6,322.766909722239,5,18,2,18,2,999,999,3,999,999,1,3,1,1,7,6.5,4
11870454,1,336,5,348.531666666619,3,12,1,53,2,1,5,2,1,1,1,17,999,1,2,15.6583333333333,8
12026009,2,42,5,42.8270023148507,5,19,2,38,1,1,1,3,1,7,1,17,1,1,2,19.9833333333333,10.5
12037142,1,320,3,364.504004629678,5,12,1,65,2,999,5,1,2,2,2,6,1,1,2,1.23333333333333,1.23333333333333
12066136,2,204,6,204.757048611064,6,18,2,33,1,1,3,3,1,5,1,11,1,1,1,6.5,4
12180851,2,331,7,332.964351851842,1,23,2,8,2,999,999,1,999,999,1,5,1,1,2,4,0
12265942,2,331,7,332.109212962911,1,2,2,43,1,1,3,2,1,8,1,5,1,1,2,6.89166666666667,0.0416666666666667
12394988,1,129,1,259.58251157403,5,13,1,59,1,999,6,1,999,998,1,18,1,1,3,15.1,0
12464494,2,91,5,90.5125578703592,4,12,1,36,2,1,1,3,1,8,1,17,1,1,2,36.5,0
12628787,2,334,3,330.902615740779,6,21,2,38,1,1,1,3,999,999,2,14,1,1,3,1.39166666666667,0.616666666666667
12628960,1,113,6,113.632407407393,6,15,1,57,1,1,1,1,1,3,1,9,1,1,4,25.25,16
12689003,1,317,7,354.735543981427,2,17,1,6,1,999,4,999,1,1,1,6,999,1,4,11.7333333333333,0
12751877,1,109,2,118.444351851824,4,10,1,68,2,999,6,2,1,2,2,14,1,1,0,1.31666666666667,0
12808049,2,375,2,371.761574074044,5,18,1,0,1,999,1,1,999,8,1,6,1,1,4,11.5,11.5
12818986,1,373,7,391.518101851805,4,12,2,43,1,1,999,1,1,3,1,17,999,1,2,23,4
12935940,2,350,5,349.151666666614,4,3,2,23,1,1,1,2,1,3,2,10,1,1,3,0.2,0.2
12963872,2,331,7,329.727928240784,5,17,1,18,2,1,4,3,1,1,2,6,1,1,3,13.1166666666667,7.5
13019341,1,25,2,28.7455902778311,5,17,2,48,2,1,5,2,2,8,1,5,1,1,1,6.70833333333333,6.5
13167951,2,219,7,223.718055555597,4,17,2,43,1,1,1,3,999,999,1,5,1,1,0,8,4
13229962,1,336,5,364.568981481483,5,13,2,53,1,1,1,3,1,10,1,17,1,1,4,35.9666666666667,4.04166666666667
13310788,2,27,4,27.8146412037313,4,19,1,52,2,1,1,3,1,3,1,7,1,1,2,2.5,2.5
13317389,1,333,2,368.693993055611,2,16,1,70,1,999,6,2,2,2,2,14,1,1,2,7.7,4.61666666666667
13344417,2,323,6,325.591805555508,1,14,2,18,1,1,1,3,1,3,1,17,1,1,2,8,0
13346161,1,359,7,400.493333333288,6,11,1,10,1,999,4,999,2,4,1,7,1,1,2,20.1166666666667,12
13376654,2,395,1,394.527372685145,7,12,2,13,1,1,4,1,999,999,1,14,1,1,3,11.5,11.5
13444125,2,251,4,251.834050925914,4,20,1,33,2,1,1,3,1,8,1,18,1,1,3,12.9416666666667,0
13643403,1,320,3,337.777326388867,6,18,1,80,1,999,999,999,999,999,2,17,1,1,1,0.4,0
13750943,1,206,1,259.771342592547,5,18,2,53,2,999,6,999,1,4,1,3,1,1,1,2.46666666666667,0
13775858,2,366,7,364.488587962929,5,11,1,5,2,999,999,999,999,999,1,16,1,1,3,12,12
13851014,1,32,2,83.4342708333861,4,10,1,25,1,1,1,2,1,2,2,7,1,1,1,8.80833333333333,4
13862807,2,85,6,84.7042013888713,5,16,1,18,2,999,999,2,999,999,1,17,1,1,3,0.158333333333333,0.158333333333333
13884579,1,102,2,124.555821759277,3,13,1,82,1,999,6,999,999,1,2,7,1,1,3,0.291666666666667,0
13949447,2,314,4,312.768865740742,2,18,1,15,1,999,999,1,2,998,1,7,1,1,4,1.23333333333333,1.23333333333333
14017158,1,355,3,369.537916666712,3,12,1,53,1,1,2,3,1,3,1,8,1,1,2,35.725,18.8666666666667
14055983,2,365,6,368.733368055546,2,17,1,6,1,1,4,1,1,1,1,17,1,1,4,16.625,15.85
14066034,1,25,2,28.6976967592491,5,16,1,67,2,999,999,2,2,4,2,14,1,1,1,26.4083333333333,15.8916666666667
14182942,2,356,4,358.720173611073,6,17,2,48,1,1,1,3,1,7,1,17,1,1,2,25.9416666666667,1.23333333333333
14184688,2,351,6,350.913541666698,5,21,2,8,1,999,999,1,999,999,1,13,1,1,0,2.5,2.5
14400868,1,333,2,354.588958333363,2,14,1,60,1,1,1,2,2,2,2,2,1,1,2,6.05833333333333,0
14558526,2,141,6,141.677986111143,6,16,1,6,2,999,999,1,2,4,1,1,1,1,5,4,4
14679892,1,331,7,413.429976851796,5,10,1,63,1,999,6,3,2,999,1,14,1,1,4,4.51666666666667,4
14703807,2,91,5,116.785312499967,2,18,2,23,1,1,1,3,999,999,1,11,1,1,3,2.7,2.54166666666667
14732388,1,35,5,83.4398842592491,4,10,1,65,2,999,6,3,1,3,1,2,1,1,0,20.775,0.616666666666667
14847207,2,318,1,327.740208333358,3,17,2,38,2,1,5,2,999,999,1,16,1,1,3,15.275,12
14963423,2,356,4,359.499166666646,7,11,2,33,2,1,1,2,1,4,1,3,1,1,4,26.2583333333333,18.5
15172510,2,85,6,85.8884490741184,6,21,2,33,1,1,1,3,2,9,1,13,1,1,1,1.23333333333333,0
15207770,1,32,2,83.6319675926352,4,15,1,68,2,999,999,1,2,999,2,2,1,1,2,6.09166666666667,0
15264221,2,370,4,372.58869212959,6,14,2,33,2,999,999,3,999,999,1,14,1,1,6,9.35833333333333,6.85833333333333
15329748,2,334,3,340.023067129659,2,0,1,58,2,999,999,2,999,999,997,16,1,1,1,12.7,0
15392694,1,86,7,111.767951388843,4,18,1,51,2,1,1,2,2,4,1,5,1,1,1,21.725,0
15417052,2,339,1,339.801076388918,1,19,1,27,1,1,1,3,999,999,999,7,1,1,7,4,0
15601792,2,127,6,127.598946759244,6,14,2,18,1,999,999,2,999,999,1,5,1,1,3,0.0416666666666667,0.0416666666666667
15608543,2,350,5,350.893761574058,5,21,1,32,2,1,1,3,1,4,1,17,1,1,1,26.5,0
15751629,2,314,4,315.177928240737,5,4,1,20,2,1,4,3,1,1,1,2,1,1,2,10.8583333333333,7.18333333333333
15806456,1,320,3,355.49145833333,3,11,2,48,2,999,5,2,999,999,2,5,1,1,1,24.25,11.5
16030864,1,60,2,83.7744907407323,4,18,1,10,1,999,4,1,999,6,1,9,1,1,2,12.5416666666667,10
16037020,2,334,3,334.909861111082,3,21,2,18,2,1,1,3,999,999,1,17,1,1,8,38.2416666666667,21.5833333333333
16192203,1,317,7,354.523020833381,2,12,1,75,2,999,6,1,1,1,2,17,1,1,2,0.208333333333333,0.208333333333333
16291889,2,357,5,359.14883101848,7,3,1,30,1,1,1,2,1,5,2,9,1,1,4,0.816666666666667,0
16305255,2,350,5,349.558368055616,4,13,1,48,1,1,1,2,1,2,1,3,1,1,1,0.158333333333333,0
16387639,2,210,5,210.66512731486,5,15,1,17,1,999,999,1,2,5,1,14,1,1,3,7.11666666666667,4
16420388,1,213,1,260.538344907458,6,12,1,65,1,999,6,2,999,8,2,14,1,1,4,8.2,8
16541874,2,356,4,361.432002314832,2,10,2,28,1,1,1,3,1,4,1,6,1,1,3,0.4,0
16682693,2,351,6,351.372141203727,6,8,2,58,1,2,6,3,1,1,1,16,1,1,2,0.0416666666666667,0
16688087,2,340,2,338.786921296269,7,18,1,20,1,1,4,2,1,1,1,5,1,1,2,0.2,0
16870246,2,115,1,115.817500000005,1,19,2,63,1,999,999,3,2,998,2,2,1,1,1,7.73333333333333,7.11666666666667
16993408,1,352,7,406.7552893518,5,18,1,65,1,999,6,1,1,1,1,12,1,1,4,17.8333333333333,0.158333333333333
17003087,1,234,1,265.470173611073,4,11,1,75,2,999,6,1,999,998,1,5,1,1,0,7.46666666666667,0
17004422,1,145,3,173.455601851805,3,10,1,39,1,1,1,3,1,5,1,2,1,1,3,30.85,0.616666666666667
17175713,2,375,2,370.834895833279,4,20,1,14,1,1,4,2,2,11,1,17,1,1,4,22.0416666666667,6.5
17257781,2,42,5,41.6755092592211,4,16,1,42,1,1,1,3,1,11,1,8,1,1,3,5.86666666666667,2.46666666666667
17426732,2,323,6,323.470034722239,6,11,1,36,2,1,1,3,1,6,1,14,1,1,3,16.4666666666667,3.73333333333333
17429347,2,91,5,91.781134259305,5,18,1,33,1,999,999,3,2,6,1,11,1,1,3,10.7416666666667,10.5
17471372,2,331,7,330.856273148092,6,20,2,58,2,999,999,2,999,999,2,17,1,1,3,22.1166666666667,4
17521021,1,216,4,264.715057870373,3,17,2,63,2,999,6,2,999,999,999,13,1,1,3,13.8583333333333,6.5
17604612,2,375,2,387.582418981474,7,13,1,7,1,1,4,1,999,999,1,13,1,1,3,21,21
17706280,1,349,4,369.54850694444,3,13,1,10,2,1,4,1,2,7,1,10,997,1,4,2.89166666666667,2.89166666666667
17800285,1,336,5,348.706458333298,3,16,2,48,2,999,5,2,1,1,1,10,1,1,2,31.6583333333333,16.5
17824455,2,374,1,381.447025462985,1,10,2,8,1,999,999,1,999,999,1,2,1,1,3,12,12
17851466,2,351,6,351.930648148176,6,22,2,53,1,1,1,3,1,8,1,14,1,1,1,3.24166666666667,3.11666666666667
17890548,1,145,3,259.5026967593,5,12,1,38,1,999,6,2,1,1,1,16,1,1,2,4.08333333333333,0
17892155,2,27,4,41.4300231481902,4,10,2,28,1,1,1,3,1,7,1,1,1,1,2,0.0416666666666667,0.0416666666666667
17897806,1,320,3,355.497569444473,3,11,1,62,1,999,6,2,1,3,1,12,1,1,1,2.85833333333333,2.81666666666667
17930358,2,374,1,374.571666666656,1,13,2,13,1,1,4,2,1,1,1,1,1,1,4,2.5,0
17937580,2,331,7,336.322604166693,5,7,2,23,1,1,1,3,1,8,1,12,1,1,2,14.2,2.5
17984165,2,379,6,384.880937500042,4,21,2,33,1,999,999,3,999,999,1,13,1,1,1,4.9,0
18343372,1,98,5,259.549780092551,5,13,1,46,2,999,5,1,2,4,1,10,1,1,4,34.9416666666667,32.2333333333333
18380719,2,370,4,375.614201388904,2,14,2,38,2,1,1,3,1,5,1,18,1,1,4,18,11.5
18382054,2,353,1,352.602881944389,7,14,2,48,1,1,3,2,999,999,1,2,1,1,2,3.11666666666667,3.11666666666667
18520203,1,145,3,166.745451388881,3,17,1,67,1,999,6,2,2,3,2,13,1,1,2,13.125,8
18546643,2,340,2,338.617858796264,7,14,1,61,2,999,999,1,999,999,1,7,1,1,2,16,12
18555473,2,352,7,355.574826388853,3,13,2,63,1,2,6,2,2,1,1,17,1,1,2,6.5,0
18636645,2,356,4,358.972685185145,6,23,1,60,1,1,1,3,999,999,1,999,1,1,2,0.633333333333333,0
18723147,2,213,1,236.719004629646,3,17,2,43,1,1,1,3,2,8,1,18,1,1,7,20,20
18918326,2,21,5,21.3406597222202,5,8,1,22,2,2,4,3,999,999,1,6,1,1,2,11.5,2.5
18994564,2,328,4,334.902453703689,3,21,2,33,2,1,1,3,2,8,1,10,1,1,1,2.5,2.5
19089426,2,353,1,353.829293981427,1,19,1,31,2,1,1,3,1,7,2,8,997,2,4,0.158333333333333,0
19094963,1,23,7,28.7398495370289,5,17,1,45,1,1,1,2,2,6,1,14,1,1,4,72.5916666666667,9
19150944,2,328,4,329.754641203675,5,18,1,20,2,1,4,3,1,1,1,7,1,1,3,0.2,0.158333333333333
19369265,2,180,3,180.518761574058,3,12,2,48,2,999,999,2,999,999,1,15,4,1,5,0.158333333333333,0.158333333333333
19402654,2,350,5,349.824918981525,4,19,2,53,2,999,999,1,999,999,1,17,1,1,2,0.0833333333333333,0
19470267,1,145,3,166.695497685228,3,16,1,58,2,999,5,1,2,7,1,17,1,1,3,9.04166666666667,6.5
19555774,1,373,7,400.518530092551,6,12,2,33,2,1,1,3,1,7,1,14,1,1,2,15.2,4
19633207,1,317,7,354.730960648158,2,17,1,21,2,2,4,3,1,2,1,10,1,1,3,1.09166666666667,0.933333333333333
19787052,2,328,4,326.744456018554,2,17,2,48,1,999,999,3,999,999,997,17,1,1,1,2.5,0
19940509,1,352,7,369.522060185205,3,12,1,2,2,999,999,1,2,5,1,13,1,1,3,13.1583333333333,10.5
19963077,2,42,5,52.7279629629338,1,17,2,18,2,1,1,3,1,3,1,9,1,1,3,8.98333333333333,4.96666666666667
19992114,2,331,7,331.957442129613,7,22,1,27,1,1,1,3,1,5,1,17,1,1,3,6.94166666666667,6.65833333333333
20162067,2,16,7,14.9419907407137,5,22,2,28,2,1,1,2,1,4,1,13,1,1,3,9,0
20456667,2,332,1,331.002418981516,7,0,2,8,1,999,999,999,2,7,1,13,1,1,4,0.158333333333333,0.158333333333333
20542936,1,336,5,364.515648148139,5,12,1,65,1,999,6,3,1,6,1,2,1,1,3,10.9,10.6583333333333
20602985,2,81,2,82.764444444445,3,18,1,64,2,2,6,3,1,6,1,18,1,1,1,27.275,0
20708861,2,348,3,350.950243055588,5,22,2,28,1,1,1,3,1,8,1,18,1,1,1,16,4
20931383,1,397,3,400.513726851903,6,12,1,5,2,999,4,1,999,999,1,16,1,1,3,25.0416666666667,0
21006078,1,333,2,354.549884259235,2,13,1,66,1,999,6,3,2,5,2,10,1,1,3,0.125,0
21070328,2,85,6,85.571956018568,6,13,1,56,2,1,3,3,1,4,1,3,1,1,2,3.975,0
21091572,2,331,7,331.79667824076,7,19,2,53,2,999,999,2,1,4,1,17,1,1,0,0.0833333333333333,0
21228817,2,280,5,278.707071759272,3,16,1,27,2,1,1,999,999,999,1,16,1,1,3,0.725,0.725
21476608,2,379,6,385.880185185233,5,21,2,13,2,999,999,2,999,999,1,8,1,1,3,2.9,2.5
21493813,1,81,2,91.7194097222527,5,17,1,75,1,999,6,2,999,999,1,5,1,1,1,4,4
21572472,2,204,6,204.882141203736,6,21,2,43,2,999,999,2,2,9,1,13,1,1,3,15.8916666666667,14
21654428,2,323,6,321.629502314841,4,15,1,24,2,1,4,2,1,1,2,14,1,1,5,11.55,9.05
21975579,1,29,6,111.772152777761,4,18,1,59,2,2,6,1,2,1,1,17,1,1,1,3.11666666666667,2.5
22119973,2,323,6,321.508333333302,4,12,1,25,1,1,1,3,1,2,1,9,1,1,3,9.70833333333333,3.11666666666667
22148144,2,36,6,35.6365972221829,5,15,2,43,1,1,1,3,1,8,1,18,1,1,4,31.5,11.5
22301029,1,349,4,368.740601851838,2,17,1,60,1,999,6,2,1,5,1,13,1,1,1,3.7,0
22411792,2,366,7,367.408969907439,1,9,1,36,1,2,1,3,2,8,1,17,1,1,3,1.275,0.616666666666667
22430958,2,356,4,355.824675925891,3,19,2,48,1,1,1,2,999,999,1,13,1,1,3,0.616666666666667,0.616666666666667
22804641,1,352,7,371.432199074072,5,10,2,3,2,1,4,1,999,999,1,15,1,1,2,14.5,14.5
22886585,2,375,2,370.700636574067,4,16,1,11,1,999,999,1,999,999,1,2,1,1,3,0.358333333333333,0.358333333333333
22985548,1,349,4,368.729131944478,2,17,1,11,2,1,4,1,2,7,1,16,1,1,3,43.7916666666667,30
23007476,2,86,7,84.7115277778357,5,17,1,41,1,1,3,3,2,6,1,13,1,1,4,13.0166666666667,0
23117844,2,366,7,366.915381944389,7,21,2,13,2,999,999,1,999,999,1,18,1,1,3,17,14.5
23221606,2,352,7,352.744004629669,7,17,1,9,1,999,999,1,999,999,1,4,1,1,4,8.71666666666667,1.85
23440991,2,389,2,389.923645833274,2,22,2,8,2,1,4,1,999,999,1,6,1,1,3,6.625,4.61666666666667
23499032,1,373,7,391.513252314762,4,12,1,32,1,1,1,3,1,5,2,9,1,1,4,20.725,7.275
23601144,1,352,7,369.437615740695,3,10,1,63,1,1,1,2,2,6,1,1,1,1,2,10.7083333333333,2.5
23631969,2,375,2,376.919594907435,3,22,1,43,1,999,999,3,999,999,1,7,1,1,4,14,14
23718206,2,141,6,139.425752314855,4,10,1,19,2,999,999,2,2,5,1,16,1,1,3,0.475,0.158333333333333
23764485,2,31,1,31.4192708333721,1,10,1,19,1,999,999,2,999,999,1,5,1,1,3,6.5,0
23869239,2,10,1,25.5304861110635,2,12,1,38,1,1,1,3,1,5,1,11,1,1,2,2.5,0
23919020,2,27,4,33.5896296296269,3,14,2,38,2,1,3,2,1,4,2,13,1,1,3,6.81666666666667,0.158333333333333
24024370,1,349,4,354.463136574021,2,11,2,23,1,1,1,3,1,998,1,2,1,1,3,30.3166666666667,4.15833333333333
24024711,1,145,3,259.480879629613,5,11,1,54,2,1,1,1,1,999,1,2,1,1,2,25.3833333333333,14.5
24149384,2,328,4,328.941412037006,4,22,1,26,2,1,1,3,1,3,1,12,1,1,4,3.08333333333333,0
24248656,2,331,7,427.530381944496,5,12,1,50,2,2,5,3,999,999,1,1,1,1,3,12,12
24286762,2,353,1,350.605972222169,5,14,1,31,2,1,1,3,1,6,2,4,1,1,1,7.15833333333333,3.15833333333333
24370596,1,379,6,400.648680555518,6,15,1,7,1,999,4,1,999,999,1,9,1,1,3,22.8916666666667,1.39166666666667
24445376,1,98,5,118.783506944426,4,18,1,60,1,999,6,2,2,6,1,6,1,1,5,6.26666666666667,0
24498627,2,28,5,27.4114930555224,4,9,2,53,2,1,1,2,999,999,1,2,1,1,3,18.5,0
24533540,2,328,4,328.845324074035,4,20,2,8,1,1,4,1,1,1,1,1,1,1,2,0.0416666666666667,0.0416666666666667
24577058,1,23,7,28.7600115740206,5,18,1,60,2,999,5,2,2,3,1,6,1,1,2,8.24166666666667,8
24620397,2,377,4,377.885810185224,4,21,1,33,1,1,1,3,1,7,1,2,1,1,1,9.525,4
24638255,2,332,1,334.166458333377,3,3,2,33,2,1,5,2,2,6,1,6,1,1,3,8,8
24730187,1,336,5,354.497256944422,2,11,1,50,2,2,2,2,2,3,2,6,1,1,4,0.0833333333333333,0.0416666666666667
24760713,1,18,2,25.5346527778311,2,12,1,55,1,1,1,2,1,4,1,3,1,1,1,2.65833333333333,0
24809664,2,238,5,239.49325231486,6,11,2,23,2,1,1,3,1,3,1,18,1,1,5,9.1,0.616666666666667
25074113,2,387,7,386.945370370406,6,22,1,12,2,999,999,1,999,999,1,6,1,1,4,1.39166666666667,0.775
25169140,2,22,6,25.6178703703918,2,14,2,38,2,999,999,3,1,5,1,15,1,1,0,15.3583333333333,0
25281029,1,101,1,110.515972222202,3,12,1,57,2,2,1,2,2,3,1,3,1,1,1,5.475,4.7
25300496,1,352,7,370.460312500014,4,11,1,5,1,999,4,1,2,2,2,11,1,1,4,40.7583333333333,40.7583333333333
25328987,2,328,4,328.821400462999,4,19,2,43,2,999,999,2,999,999,1,13,1,1,1,4,4
25419195,2,19,3,20.0534375000279,4,1,1,39,1,1,1,3,999,999,1,11,1,1,3,0.441666666666667,0
25593841,2,85,6,88.0147453703685,2,0,1,32,1,1,1,3,1,5,1,17,1,1,2,8.66666666666667,6.5
25907403,2,328,4,328.688414351898,4,16,2,18,1,1,1,3,2,8,1,6,1,1,2,8,0
25993392,2,81,2,83.7159375000047,4,17,1,51,1,1,1,2,2,7,1,17,1,1,2,20.1666666666667,16.1333333333333
26015614,1,145,3,252.498252314865,5,11,1,62,1,999,6,2,2,8,2,18,1,1,3,7.83333333333333,5
26075094,1,113,6,113.641134259291,6,15,1,60,1,1,3,1,1,3,1,14,1,999,1,1.74166666666667,0
26343036,2,366,7,364.479224537034,5,11,2,33,1,1,1,3,1,7,1,14,1,1,4,2.45,0.775
26354694,1,349,4,369.62553240743,3,15,1,32,2,1,1,3,2,7,1,2,1,1,4,48.2333333333333,16.775
26616425,2,370,4,371.011087963008,5,0,1,7,1,1,4,1,1,1,1,17,1,1,3,4,0
26742090,1,32,2,36.7867824074347,6,18,1,76,2,999,6,2,999,1,999,14,1,1,1,2.40833333333333,0
26937464,1,28,5,32.7223379629431,2,17,1,68,1,1,3,2,1,8,997,13,1,1,2,36.1333333333333,29.5833333333333
27041623,1,102,2,105.781840277836,5,18,1,79,1,999,6,3,999,999,2,17,1,1,1,13.0666666666667,9.61666666666667
27076603,1,198,7,259.761724537006,5,18,1,60,2,1,1,1,999,2,1,11,1,1,2,6.175,0.0416666666666667
27250942,2,351,6,348.824444444384,3,19,2,23,1,1,1,3,1,4,1,15,1,1,2,6.5,0
27571683,1,336,5,364.500613425975,5,12,1,49,2,999,999,2,999,999,2,18,1,1,2,6.5,0
27608939,1,23,7,28.7839467593003,5,18,1,47,1,999,999,1,999,999,1,3,1,1,3,4.81666666666667,4
27715859,1,373,7,400.536296296283,6,12,1,32,1,1,1,3,1,6,1,14,1,1,3,28.3083333333333,2.325
27743004,2,334,3,334.938217592542,3,22,1,29,2,1,1,3,999,3,1,12,1,1,3,13.9333333333333,9
27951738,2,352,7,371.484502314823,5,11,2,38,1,1,1,3,2,11,1,2,1,1,3,2.58333333333333,0.0833333333333333
27992971,2,328,4,326.806979166693,2,19,1,63,1,2,6,2,2,4,1,15,1,1,5,2.5,2.5
28028420,2,213,1,210.758495370392,5,18,2,18,2,999,999,3,2,6,1,17,1,1,4,16,16
28096802,2,105,5,105.79271990736,5,19,2,13,1,1,1,2,2,8,1,14,1,1,1,18.5416666666667,6.5
28241619,1,320,3,354.433101851842,2,10,2,63,1,999,6,1,1,1,1,13,1,1,1,14,4
28294664,2,350,5,348.851597222267,3,20,1,49,2,999,999,2,999,999,1,999,1,1,3,2.5,2.5
28299235,2,340,2,337.94328703708,6,22,2,23,1,2,999,3,1,3,1,18,1,1,3,7.5,0
28350064,2,377,4,379.868726851884,6,20,2,8,2,999,999,999,999,999,1,17,1,1,3,20.1583333333333,20.1583333333333
28422326,2,375,2,378.914155092556,5,21,2,33,2,1,1,2,1,4,1,17,1,1,2,12,0
28574438,1,320,3,355.626747685135,3,15,1,45,1,1,1,2,1,3,1,2,1,1,3,22.4166666666667,12
28653088,2,238,5,239.652974536992,6,15,1,21,2,2,4,3,1,1,1,8,1,1,3,4,0
28718993,2,22,6,25.6360416666139,2,15,2,3,2,999,999,1,1,1,1,5,1,1,3,5.39166666666667,5.39166666666667
28989980,2,366,7,363.596319444478,4,14,1,0,1,999,999,1,2,7,1,18,1,1,2,4.35,4.35
29061212,2,84,5,85.3983564814553,6,9,2,18,2,1,1,3,2,5,1,15,1,1,2,5.31666666666667,5.15833333333333
