participant_code,mode_survey,assign_date,assign_week_day,actual_date,actual_week_day,actual_hour,age_or_range,age_or_mid_range,gender,full_or_part_time,work_role,edu,indiv_or_family_income,income_mid_range,place_birth,district,ethnicity,permanent_residence,num_usual_contacts,total_hrs_participant,physical_hrs_participant
29157551,2,340,2,341.777615740779,3,18,2,28,1,1,1,3,999,999,1,10,1,1,4,3.275,2.5
29184906,2,209,4,209.991215277812,4,23,2,28,2,999,999,3,2,4,1,5,1,1,3,2.5,2.5
29192718,1,333,2,354.513506944408,2,12,1,68,1,999,6,2,2,5,1,2,1,1,2,13.1333333333333,6.5
29277603,1,71,6,106.737118055578,6,17,1,67,1,999,6,2,999,999,1,5,1,1,0,0.316666666666667,0
29331062,1,334,3,368.490034722257,2,11,2,48,2,1,5,1,2,7,1,17,1,1,2,8.6,8
29399075,2,395,1,397.532650462934,3,12,2,3,2,1,4,1,2,11,1,18,1,1,2,15.5,15.5
29411242,2,346,1,343.960775462911,5,23,2,33,2,1,5,2,999,999,1,6,1,1,3,12,12
29415238,2,21,5,21.882303240709,5,21,1,2,1,999,999,1,2,11,1,8,1,1,5,66,66
29485037,2,339,1,338.663148148102,7,15,1,18,1,999,999,2,999,999,2,17,1,1,3,8,0
29632406,2,357,5,372.523530092556,6,12,2,3,1,999,2,1,999,6,1,6,1,1,3,12,8
29664099,2,141,6,141.719571759226,6,17,1,46,1,1,1,3,1,9,1,2,1,1,3,21.6416666666667,12
29712625,1,99,6,259.600219907355,5,14,1,75,1,2,6,3,1,1,1,8,1,1,0,0.0416666666666667,0
29894332,2,340,2,340.719108796329,2,17,1,18,1,999,999,2,2,7,1,14,1,1,3,18,0
29903147,1,379,6,400.419201388839,6,10,1,38,1,999,999,3,1,1,1,7,1,1,0,9.94166666666667,0
30014205,2,339,1,336.997152777738,5,23,2,38,1,1,1,3,999,999,1,2,1,1,2,6.23333333333333,5
30022876,2,10,1,26.6860879629385,3,16,2,23,2,1,1,3,1,4,1,14,998,1,3,8,0
30040475,2,238,5,238.962418981479,5,23,2,18,1,999,999,3,999,999,1,1,1,1,2,16.0416666666667,8
30122128,2,351,6,352.97237268521,7,23,2,8,1,999,999,1,999,999,1,13,1,1,4,14,11.5
30242809,2,84,5,84.9346527777379,5,22,2,13,2,1,4,3,999,999,1,9,1,1,3,4.50833333333333,3.89166666666667
30325393,1,29,6,82.7898958333535,3,18,2,58,2,999,6,2,2,8,1,10,1,1,1,27.5416666666667,25
30348793,2,331,7,329.730462962994,5,17,2,53,2,1,1,2,1,9,997,2,1,1,0,6.5,0
30521751,2,340,2,340.888865740737,2,21,1,56,1,1,1,2,1,3,1,11,1,1,3,15.1583333333333,8
30549698,1,317,7,351.62134259264,6,14,1,61,1,1,6,2,1,1,997,14,1,1,1,2.5,2.5
30864972,1,379,6,400.42876157409,6,10,1,15,1,999,4,998,2,5,1,7,1,1,1,18.0416666666667,18.0416666666667
30880905,2,22,6,21.8812384259654,5,21,2,13,2,1,4,2,999,999,1,7,1,1,3,4.65833333333333,0.0416666666666667
30881166,2,375,2,375.826192129636,2,19,1,0,2,999,999,1,1,1,1,13,1,1,2,5,5
30922684,2,344,6,345.949432870373,7,22,2,28,1,1,1,3,999,999,2,5,1,1,3,13.525,2.5
30993804,2,346,1,355.986493055592,3,23,1,39,1,1,1,3,2,7,1,13,1,1,2,0.616666666666667,0.616666666666667
31080111,2,16,7,18.0080787036568,2,0,2,33,2,2,3,3,2,8,1,2,1,1,1,35,7.5
31112109,2,366,7,367.488715277752,1,11,2,13,2,1,4,1,999,999,1,9,1,1,4,5.61666666666667,5.61666666666667
31244464,1,320,3,337.745868055616,6,17,1,69,2,1,5,2,2,998,2,11,1,1,2,5,0
31334995,2,370,4,370.689791666693,4,16,2,33,2,1,1,3,1,4,1,14,1,1,2,5,0
31377488,2,350,5,352.385694444412,7,9,1,53,1,1,1,3,1,3,2,18,1,1,1,8,4
31489875,1,234,1,265.483912036987,4,11,2,53,2,999,5,2,2,5,1,11,1,1,2,12.9666666666667,4
31623010,1,373,7,427.54105324077,5,12,1,11,2,1,4,1,2,5,1,13,1,1,5,12.0416666666667,8
31667835,2,332,1,328.793703703675,4,19,2,63,1,999,999,3,2,5,2,18,1,1,2,0.616666666666667,0.616666666666667
31689500,2,334,3,334.697592592565,3,16,2,43,1,999,999,2,1,1,1,18,1,1,2,0.941666666666667,0.775
31929510,1,324,7,337.484861111152,6,11,2,48,2,2,1,2,1,1,1,1,1,1,1,31.4166666666667,31.2583333333333
31937300,2,346,1,344.048182870378,6,1,2,13,1,1,4,2,2,5,1,1,1,1,3,27.6583333333333,27.5
32053730,2,339,1,339.429618055583,1,10,2,28,2,1,1,3,2,7,1,14,1,1,3,8,0
32119336,1,397,3,400.714039351908,6,17,2,8,2,999,4,1,2,4,1,2,1,1,2,13.6166666666667,8
32141401,2,334,3,330.93949074077,6,22,1,21,1,2,4,2,1,1,1,2,1,1,3,0.158333333333333,0.158333333333333
32179276,2,366,7,367.568344907369,1,13,2,38,2,999,999,999,999,999,2,6,1,1,2,6.5,2.5
32301026,2,16,7,18.992743055569,2,23,2,48,1,2,6,3,999,999,1,7,1,1,1,11.475,0
32308292,1,86,7,91.7509953703266,5,18,1,55,2,1,1,2,1,3,1,2,1,1,1,10.6666666666667,2.5
32332436,2,84,5,82.6562615741277,3,15,1,31,2,1,1,3,1,4,1,9,1,1,3,2.5,0
32342024,2,374,1,377.37606481486,4,9,1,6,2,999,999,998,2,10,1,9,1,1,4,9.61666666666667,9.61666666666667
32396588,2,23,7,24.4757754629245,1,11,2,43,2,1,1,3,1,9,1,11,1,1,1,17.75,9.61666666666667
32488774,2,366,7,363.976307870355,4,23,2,8,1,1,4,1,999,999,1,13,1,1,3,2.5,2.5
32596110,1,34,4,91.5748379629804,5,13,1,45,2,999,999,1,2,2,2,6,1,1,5,1.23333333333333,0
32683957,1,352,7,370.500162037089,4,12,1,33,2,1,1,2,1,4,1,15,1,1,1,4.04166666666667,0
32879731,1,25,2,28.7945138888899,5,19,1,54,1,1,1,2,1,3,2,6,1,1,2,18.5,6.5
32951691,2,30,7,30.8991782406811,7,21,2,43,1,1,1,3,999,999,1,13,1,1,3,10.5,6.5
33053855,2,339,1,340.452245370368,2,10,2,43,2,1,1,3,1,9,1,6,1,1,2,11.7,9.04166666666667
33056691,1,373,7,393.694456018507,6,16,1,5,2,999,999,1,1,1,1,14,1,1,4,22.8666666666667,22.8666666666667
33101941,1,320,3,355.696469907416,3,16,2,58,2,999,5,2,1,3,1,6,1,1,2,10.6416666666667,4.61666666666667
33231904,2,22,6,21.8118171296082,5,19,1,21,2,1,4,3,999,999,1,2,1,1,3,11.0166666666667,0.158333333333333
33403043,2,27,4,28.9960763888666,5,23,2,43,2,1,1,3,2,11,1,8,1,1,2,7.16666666666667,2.5
33440850,2,366,7,367.956932870322,1,22,1,6,1,1,4,1,999,999,1,2,1,1,3,12,12
33476208,1,336,5,370.660347222234,4,15,2,58,1,999,6,2,2,9,2,6,1,1,3,5.75833333333333,2.00833333333333
33731847,2,418,3,417.90445601847,2,21,1,10,2,1,4,1,2,11,1,15,1,1,4,5.7,5.65833333333333
33755370,2,30,7,29.9034722222714,6,21,1,25,2,1,1,3,1,3,1,15,1,1,4,6.01666666666667,2.58333333333333
33820112,2,366,7,364.44328703708,5,10,2,33,2,1,1,3,1,6,2,2,1,1,2,11.625,2.5
33967483,2,356,4,356.399375000037,4,9,2,33,2,999,999,2,999,999,2,12,1,1,4,6.5,6.5
34177785,2,262,1,265.458101851866,4,10,1,38,2,1,1,3,1,3,1,13,1,1,3,21,13
34262441,2,64,6,65.9398611111101,7,22,2,38,2,1,999,3,999,999,2,5,1,1,1,4,0
34353107,2,377,4,375.798472222174,2,19,1,9,2,1,4,1,999,999,1,11,1,1,3,30.7,16.3666666666667
34423945,2,334,3,331.649930555606,7,15,1,18,1,999,999,2,999,999,2,14,1,1,1,4,0
34505588,2,22,6,22.719259259291,6,17,2,43,2,999,999,3,999,999,1,12,1,1,1,3.11666666666667,0
34506763,2,389,2,391.923831018503,4,22,2,3,2,1,4,1,1,1,1,16,1,1,4,20.6166666666667,20.6166666666667
34627653,2,318,1,320.634571759263,3,15,2,23,2,1,1,3,1,4,1,14,1,1,2,16,0
34711388,2,213,1,215.658888888895,3,15,2,38,2,1,1,3,999,999,1,11,1,1,4,9.65,9
34773346,1,373,7,400.543460648158,6,13,1,11,1,999,4,1,2,4,1,17,1,1,2,19.2333333333333,6.5
34794436,2,366,7,363.711956018466,4,17,1,46,1,1,1,2,1,6,1,6,1,1,2,6.5,6.5
34821983,2,314,4,314.511886574095,4,12,1,55,2,1,1,2,999,999,1,16,1,1,3,3.11666666666667,0
34840824,2,60,2,57.6842592592584,6,16,2,13,1,999,999,2,999,999,1,1,1,1,3,4,4
34931103,1,352,7,370.717337962938,4,17,1,12,2,999,4,1,2,998,1,11,1,1,3,17.0833333333333,17
35145881,2,379,6,379.779733796255,6,18,1,13,2,1,4,1,999,999,1,14,1,1,4,22.975,22.2333333333333
35146558,2,351,6,351.9296875,6,22,1,6,2,999,999,1,999,999,1,2,1,1,3,7.5,7.5
35257030,2,375,2,372.973993055522,6,23,2,28,2,1,1,2,2,9,1,12,1,1,2,8,8
35266739,2,311,1,312.016180555569,2,0,1,63,2,2,6,3,2,5,1,6,1,1,1,4,0
35366189,1,333,2,348.693240740686,3,16,1,48,2,1,2,3,1,8,1,5,1,1,2,56,0
35400897,2,29,6,37.9188657407649,7,22,1,20,2,1,5,2,999,999,1,18,1,1,3,36.0583333333333,32.5
35411283,1,355,3,369.468495370355,3,11,1,33,1,1,1,3,1,4,1,14,1,1,2,35.8916666666667,0
35464969,2,357,5,357.018287037034,5,0,1,56,1,2,3,2,999,999,1,5,1,1,3,0.933333333333333,0.616666666666667
35472160,2,418,3,417.953541666619,2,22,2,38,2,999,999,3,999,11,1,8,1,1,4,11.1166666666667,4
35548946,1,24,1,28.8032754629385,5,19,1,73,2,999,6,3,999,999,1,18,1,1,0,0.166666666666667,0
35572467,2,318,1,319.252905092551,2,6,2,48,2,1,5,1,1,1,1,13,1,1,2,10.5,10.5
35591877,2,28,5,28.9800115741091,5,23,2,43,2,999,999,3,2,7,1,2,1,1,3,12.2083333333333,12
35715759,1,102,2,116.493680555606,2,11,1,40,2,1,5,2,2,1,2,17,1,2,2,5,5
35788749,2,357,5,357.924942129641,5,22,1,42,1,1,1,3,1,8,1,17,1,1,1,10.9916666666667,0
35792872,1,336,5,355.568715277826,3,13,1,35,2,1,5,2,2,6,2,10,1,1,3,12.8333333333333,10.5
35905977,1,320,3,354.538240740774,2,12,1,61,1,1,6,2,2,9,1,6,1,1,3,8.825,4
35951820,2,395,1,396.42862268514,2,10,1,4,2,999,999,1,1,1,1,17,1,1,4,11.3583333333333,11.1166666666667
35964366,1,71,6,83.7279398147948,4,17,1,66,1,999,6,3,1,1,1,1,1,1,0,1.39166666666667,0
36215849,1,145,3,166.624618055532,3,14,1,56,2,1,5,2,2,8,1,14,1,1,2,2.05833333333333,0.658333333333333
36292798,1,320,3,348.523460648139,3,12,2,48,2,1,1,2,1,6,1,8,1,1,2,31.9,0.7
36326162,1,102,2,110.52546296292,3,12,1,23,1,1,3,3,1,3,1,15,1,1,4,6.16666666666667,4.9
36402305,2,356,4,356.418124999967,4,10,2,53,1,999,999,3,2,11,1,5,1,1,3,0.158333333333333,0
36531565,2,42,5,41.6469560185215,4,15,2,48,2,1,3,3,1,7,1,7,1,1,2,5,2.5
36693538,2,351,6,349.898391203722,4,21,1,28,1,1,1,3,1,4,1,17,1,1,1,5.56666666666667,0.616666666666667
36741410,2,204,6,204.41535879625,6,9,1,32,2,1,3,3,2,8,1,8,1,1,1,0.0833333333333333,0.0416666666666667
36747282,1,352,7,370.702743055532,4,16,1,27,1,1,1,2,1,3,1,7,1,1,1,20.2333333333333,17.1166666666667
36952004,2,368,2,368.669930555508,2,16,1,42,1,1,1,3,1,6,1,14,1,1,3,8.7,5.61666666666667
36996736,1,60,2,83.7389814815251,4,17,1,68,1,999,6,1,999,999,2,13,1,1,3,8,4
37066265,2,339,1,345.913414351875,7,21,2,48,2,1,1,2,1,7,1,10,1,1,3,11.1583333333333,8
37396748,1,352,7,370.728472222225,4,17,2,43,1,1,1,2,1,3,2,14,1,999,5,18.1583333333333,5
37420699,2,375,2,375.44969907403,2,10,1,0,2,999,999,998,2,9,1,2,1,1,4,10,10
37553666,2,28,5,26.8779513889458,3,21,2,58,2,999,999,2,999,999,1,5,1,1,2,4.15833333333333,4
37594009,2,42,5,41.5995949073695,4,14,1,41,2,1,1,2,1,3,1,13,1,1,2,7.58333333333333,7.5
37770233,2,350,5,350.941226851894,5,22,2,38,2,1,3,2,999,999,2,3,1,1,2,4,0
37783600,2,323,6,323.700937499991,6,16,2,53,2,999,999,3,2,8,1,12,1,1,1,10.5,4
37809153,2,357,5,357.890914351796,5,21,2,28,2,999,999,3,2,8,1,8,1,1,3,3.81666666666667,2.5
37827890,1,24,1,28.779583333293,5,18,1,52,2,999,999,1,2,4,1,6,1,1,3,12.075,11.5
38120101,1,397,3,410.676423611119,2,16,1,13,1,1,4,2,2,3,1,2,1,1,3,32.1166666666667,0
38271972,1,352,7,354.450729166623,2,10,2,43,2,999,1,1,2,3,1,18,1,1,2,0.825,0.0833333333333333
38409554,1,101,1,112.479050925933,5,11,2,53,2,1,999,1,1,4,1,5,1,1,1,2.54166666666667,0
38433295,1,373,7,400.412152777775,6,9,1,15,2,1,4,1,2,3,1,13,1,1,3,3.93333333333333,0
38435951,2,356,4,356.41951388889,4,10,2,33,2,1,1,2,1,5,1,18,1,1,2,14.1833333333333,4
38500397,2,370,4,371.455856481451,5,10,2,38,1,999,999,3,999,999,1,9,1,1,0,0.616666666666667,0
38509060,2,332,1,336.726400462911,5,17,2,63,1,2,6,3,1,4,1,13,1,1,5,7.525,3.11666666666667
38728677,1,349,4,371.438715277822,5,10,1,37,2,1,999,3,1,6,1,1,1,1,3,14.5,4
38819323,2,366,7,367.011574074044,1,0,2,13,1,999,999,1,999,999,1,6,1,1,6,20,20
38831031,1,336,5,390.649687499972,3,15,2,63,1,999,6,1,1,1,997,11,1,1,2,9,0
38905939,1,145,3,173.745173611096,3,17,1,61,1,1,1,3,1,2,1,12,1,1,6,136.266666666667,12
39045439,2,91,5,91.3887037036475,5,9,1,1,1,999,999,1,2,6,997,6,1,1,4,0.0416666666666667,0
39048243,1,81,2,91.7158449074486,5,17,1,62,2,999,5,2,999,5,2,14,1,1,2,8.625,8.125
39243081,2,332,1,335.002222222276,4,0,1,20,2,999,999,3,1,1,1,14,1,1,3,10.1583333333333,10
39273981,1,18,2,20.5399189814925,4,12,1,58,2,1,5,2,999,5,1,17,1,1,1,28.0416666666667,28.0416666666667
39341446,2,366,7,366.683124999981,7,16,1,10,1,999,999,1,999,999,1,5,1,1,3,15.6166666666667,10
39352176,2,339,1,343.989479166688,5,23,2,43,1,1,1,3,999,999,1,14,1,1,1,12.775,4.04166666666667
39360542,1,145,3,173.437870370341,3,10,1,54,2,1,1,3,1,3,1,13,1,1,2,10.4666666666667,4
39635444,2,219,7,221.915092592593,2,21,2,28,1,1,1,3,1,7,1,16,1,1,3,14.3583333333333,8
39674114,2,23,7,25.0357523148414,2,0,2,53,1,1,1,2,2,9,1,18,1,1,2,5.4,0.158333333333333
39854810,1,25,2,36.7566203703173,6,18,1,60,1,999,999,1,999,1,2,2,1,1,1,13,13
40023972,1,32,2,83.4435532407369,4,10,1,69,2,2,6,3,2,5,2,7,1,1,1,10,2.5
40025115,2,32,2,30.9983912036987,7,23,2,13,2,1,4,2,999,999,1,11,1,1,0,11.5833333333333,4.04166666666667
40026972,2,395,1,396.624409722164,2,14,2,13,2,1,4,2,999,999,1,13,1,1,3,3.275,3.11666666666667
40228225,1,352,7,369.73693287035,3,17,1,20,1,2,4,3,1,1,2,6,1,1,3,13,0
40232281,2,366,7,366.910717592575,7,21,2,63,1,999,999,2,1,1,2,16,1,1,3,5,0
40237141,2,334,3,331.16715277778,7,4,1,53,1,1,2,3,1,11,1,3,1,1,3,8.55,4
40254546,1,145,3,173.472106481437,3,11,1,58,2,999,6,3,1,3,1,13,1,1,3,8.59166666666667,2.5
40272308,2,366,7,363.866574074025,4,20,2,38,2,1,5,2,2,5,1,2,1,1,3,5,5
40283356,1,333,2,355.520219907397,3,12,1,65,2,999,6,2,2,2,1,17,1,1,2,10.0416666666667,0
40338184,1,336,5,348.718125000014,3,17,1,65,2,999,6,2,2,9,1,4,1,1,2,9.04166666666667,9
40350146,2,339,1,340.777280092589,2,18,2,18,2,1,4,2,999,999,1,14,1,1,4,15.5,15.5
40362114,2,169,6,169.864814814762,6,20,2,38,2,1,1,3,1,7,1,14,1,1,3,14.5,10.5
40591509,2,351,6,351.92640046298,6,22,2,23,1,1,1,3,1,6,1,2,1,1,2,0.558333333333333,0
40817966,2,357,5,366.536481481511,7,12,2,48,1,999,999,999,2,4,1,999,1,1,2,6.5,6.5
40851437,2,27,4,32.7122916666558,2,17,1,20,1,2,4,3,999,999,1,6,1,1,4,7.5,0
40905140,1,373,7,391.492546296329,4,11,1,13,2,1,4,1,2,8,1,2,1,1,4,12.0416666666667,12
40940069,2,366,7,363.640833333367,4,15,1,42,1,1,1,3,2,9,1,13,1,1,2,29.5,4.25833333333333
41001238,1,32,2,118.762777777738,4,18,1,56,2,1,1,1,1,2,1,14,1,1,2,21.75,0
41210102,2,353,1,350.631689814851,5,15,2,13,2,1,4,2,999,999,1,3,1,1,0,4,0
41323143,1,355,3,371.458634259296,5,11,2,53,1,1,3,3,2,4,997,1,1,1,4,46.6583333333333,0
41445565,2,365,6,369.931666666642,3,22,2,8,1,1,4,1,2,10,1,1,1,1,2,37.5,30
41655665,2,392,5,392.40880787035,5,9,2,8,2,1,4,1,2,1,1,15,1,1,3,15.5,4
41829570,2,141,6,142.018217592617,7,0,2,18,2,1,1,3,1,3,1,11,1,1,3,10.6166666666667,7.5
41863876,2,84,5,84.944641203736,5,22,1,10,2,999,999,1,999,999,1,16,1,1,3,15.5833333333333,7.5
41879117,1,352,7,369.631504629622,3,15,2,48,2,1,1,2,1,3,2,18,1,1,1,19,4
41893194,1,379,6,406.742766203708,5,17,1,2,1,1,4,1,2,3,1,11,1,1,3,46.7416666666667,44.2
41925018,2,22,6,23.8874421296641,7,21,1,18,2,999,999,2,1,1,1,14,1,1,1,4.35,4.35
41944507,1,25,2,28.5423842592863,5,13,1,25,1,1,1,3,1,3,1,1,1,1,1,6.81666666666667,3.73333333333333
41974155,2,339,1,340.975752314786,2,23,1,21,1,2,4,2,999,999,1,5,1,1,2,13.275,3.11666666666667
42252204,2,59,1,66.0403819443891,1,0,1,42,2,1,1,3,2,11,1,7,1,1,3,8,8
42279695,1,32,2,106.743923611124,6,17,1,18,1,1,4,2,2,8,1,12,1,1,2,11.1,11.1
42281271,1,86,7,91.757719907444,5,18,1,51,2,999,5,2,2,3,1,13,1,1,3,6.43333333333333,3.73333333333333
42351104,2,366,7,367.952303240774,1,22,2,38,2,1,5,2,2,8,1,14,1,1,3,12.25,8
42379809,2,32,2,32.8790046296781,2,21,2,13,2,999,999,2,2,5,1,17,1,1,3,8,4
42475363,2,340,2,341.436817129608,3,10,2,58,1,999,999,3,999,999,2,12,1,1,2,5,0
42495031,2,350,5,367.880104166688,1,21,1,23,2,1,1,2,1,3,1,2,1,1,3,6.5,0
42555022,1,334,3,368.61535879632,2,14,1,64,2,999,6,2,2,8,1,18,1,1,3,13.9333333333333,10.5
42642039,1,257,3,271.525324074086,3,12,1,70,2,999,6,999,2,998,2,11,1,1,1,3.11666666666667,3.11666666666667
42706748,1,102,2,106.426574074081,6,10,1,48,2,2,5,2,2,4,2,3,1,1,3,1.91666666666667,0
42793015,1,101,1,105.804756944417,5,19,1,34,1,1,3,3,1,4,1,15,1,1,5,17.575,16
42818681,1,355,3,370.674108796287,4,16,1,35,1,1,1,2,1,3,2,9,1,1,3,33.5166666666667,4
42884894,2,351,6,348.73547453701,3,17,1,48,1,1,1,3,1,4,1,14,1,1,3,5,2.5
42897756,2,21,5,23.4581597222714,7,10,2,43,1,1,3,3,1,4,1,2,1,1,1,3.44166666666667,0
42922106,1,32,2,83.6864699074067,4,16,1,67,1,999,6,3,1,5,1,10,1,1,1,17.275,5.23333333333333
42993061,2,344,6,342.740312500042,4,17,1,46,1,1,1,2,1,7,1,2,1,1,4,0.0416666666666667,0.0416666666666667
43152321,2,339,1,339.575648148195,1,13,2,48,2,999,999,3,1,1,1,5,1,1,1,8,8
43187386,2,334,3,330.84158564813,6,20,2,18,2,1,1,3,999,999,1,18,1,1,1,4,0
43193386,1,317,7,351.694166666712,6,16,1,77,1,999,6,2,999,1,997,16,1,1,0,0.4,0
43217961,2,328,4,334.557256944478,3,13,1,65,1,1,1,3,1,7,2,13,1,1,2,6.99166666666667,4
43269432,1,32,2,82.7832870370476,3,18,1,20,1,999,999,2,2,3,1,13,1,1,3,10.6916666666667,9.63333333333333
43326784,2,331,7,332.427442129585,1,10,2,13,2,999,999,1,999,999,1,5,1,1,3,3.11666666666667,3.11666666666667
43335279,2,339,1,337.540798611124,6,12,1,16,2,999,999,999,999,999,1,999,1,999,4,2.7,0.0416666666666667
43404638,2,351,6,353.449351851828,1,10,1,43,1,1,1,3,1,7,1,2,1,1,3,15.4333333333333,0
43803510,1,35,5,83.6223263888387,4,14,2,33,2,999,5,1,999,999,2,7,1,1,3,6.5,6.5
43844651,1,145,3,253.571076388936,6,13,1,12,1,1,4,1,2,4,1,9,1,1,3,27.675,15.0583333333333
43862142,1,320,3,355.501979166642,3,12,1,17,1,999,4,2,999,999,997,3,999,1,2,12,0
43878748,1,43,6,91.6671875000466,5,16,2,18,2,2,4,3,2,3,1,11,1,1,2,23.3583333333333,10.5
44029573,1,35,5,83.6109606481623,4,14,1,58,1,2,1,2,1,1,1,14,1,1,0,0.0416666666666667,0
44160407,2,180,3,181.643043981516,4,15,2,18,2,1,1,3,1,3,1,18,1,1,3,2.5,2.5
44169120,1,129,1,259.567881944473,5,13,1,47,1,1,1,1,1,2,1,13,1,1,4,24.6666666666667,12
44169606,1,60,2,83.7526388888946,4,18,1,45,2,1,1,3,1,8,1,13,1,1,0,14.3333333333333,0.158333333333333
44211423,1,373,7,391.530879629659,4,12,1,7,2,1,4,1,2,3,1,9,1,1,4,19.5583333333333,5.61666666666667
44255633,2,69,4,67.7939814814599,2,19,2,28,1,999,999,999,2,4,1,18,1,1,2,9,0
44463645,2,238,5,237.971122685238,4,23,2,13,2,2,1,3,999,999,1,13,1,1,2,10.5,10.5
44598621,1,25,2,29.7219444444636,6,17,1,50,2,1,1,1,1,2,2,12,1,1,3,5.71666666666667,5.01666666666667
44623572,2,374,1,375.722812499967,2,17,2,33,1,1,1,2,1,3,1,14,1,1,1,12,0
44687895,2,339,1,336.946909722174,5,22,1,20,1,2,1,3,1,1,1,10,1,1,2,2.5,0
44779421,2,328,4,329.820486111101,5,19,2,23,1,1,1,3,1,5,2,9,1,1,4,11.6583333333333,11.5
44867745,2,86,7,85.7996990741231,6,19,1,42,1,1,1,3,2,7,2,14,1,1,3,12.275,0
44892039,2,21,5,22.9262615740299,6,22,2,18,1,1,1,3,999,999,1,2,1,1,2,33,2.5
44927185,2,334,3,334.908761574072,3,21,1,6,1,1,4,1,999,999,1,9,1,1,3,2.5,0
45067009,2,351,6,353.501863425947,1,12,1,57,1,999,999,2,1,5,1,1,1,1,2,1.23333333333333,0.616666666666667
45244375,1,43,6,83.7832638889086,4,18,2,43,1,999,999,999,2,3,2,6,999,1,3,0.658333333333333,0.616666666666667
45293310,1,320,3,355.477384259226,3,11,1,24,2,1,1,2,1,3,1,3,1,1,2,10.5,4
45357188,1,22,6,28.7990509258816,5,19,1,49,2,2,1,2,2,2,2,12,1,1,2,24.0416666666667,0
45580481,2,85,6,84.7737731481902,5,18,1,18,2,999,999,2,999,999,2,2,1,1,3,12,12
45582659,1,359,7,369.551412036992,3,13,1,22,2,2,1,3,1,1,1,18,1,1,3,10.6583333333333,6.5
45685244,2,352,7,377.795185185154,4,19,1,36,2,1,5,2,2,4,1,18,1,1,3,0.441666666666667,0.2
45740273,2,370,4,371.944282407407,5,22,2,8,1,999,999,1,2,8,1,16,1,1,3,15.5416666666667,15.5
45825573,2,368,2,368.671134259319,2,16,1,4,2,1,4,1,2,7,1,17,1,1,5,21.1166666666667,20.5
45863335,1,333,2,368.637372685131,2,15,1,10,2,999,4,1,999,999,1,13,1,1,3,21.8833333333333,13.275
46025078,2,395,1,394.937951388885,7,22,1,15,1,1,4,1,999,999,1,15,1,1,2,39.125,34.125
46077422,2,366,7,365.717847222229,6,17,2,13,2,999,999,1,1,1,1,16,1,1,3,37.475,24
46089917,1,28,5,83.6474768518237,4,15,2,48,2,1,5,3,2,8,1,18,1,1,2,22.4833333333333,11.5
46221582,2,377,4,385.860590277822,5,20,1,15,1,999,999,1,1,1,1,9,1,1,2,18.5,14.5
46233386,1,355,3,370.723692129599,4,17,1,4,2,999,4,1,2,2,1,6,1,1,4,32.5,32.5
46269850,2,314,4,314.973483796348,4,23,2,28,1,1,1,3,2,8,1,17,1,1,1,8.11666666666667,5
46351919,2,22,6,25.6863773148507,2,16,2,38,2,999,999,3,999,999,1,14,1,1,4,14.975,12
46360894,2,374,1,383.792268518475,3,19,2,13,1,999,999,1,2,9,997,14,1,2,2,7.73333333333333,0
46454142,2,22,6,26.7465277777519,3,17,2,53,2,1,1,2,1,8,1,3,1,1,1,6.98333333333333,0
46464610,2,4,2,25.4857870370615,2,11,1,37,1,1,1,3,2,10,2,13,1,1,5,0.616666666666667,0.616666666666667
46523078,1,25,2,29.7434490740998,6,17,2,53,2,1,1,1,1,2,1,7,1,1,1,10.725,4.61666666666667
46528593,2,340,2,341.852025463013,3,20,2,23,2,1,1,3,1,7,1,18,1,1,0,6.5,4
46626598,1,216,4,264.743576388923,3,17,1,81,1,999,6,3,999,999,997,17,1,1,7,4,0
46676194,2,328,4,332.712800925947,1,17,1,48,1,1,1,3,2,11,1,18,1,1,1,4,4
46816817,1,333,2,354.546423611115,2,13,1,10,2,1,4,1,2,7,1,1,1,1,10,19.5083333333333,16.85
46838614,1,320,3,337.765844907379,6,18,1,64,1,999,6,3,2,7,2,7,1,1,1,7.25,4
46908275,1,352,7,354.470995370415,2,11,2,8,2,999,4,1,999,2,1,6,999,1,2,0.516666666666667,0
